file,mean H,mean S,mean V,pleasure,arousal,dominance,c_H_1,c_H_2,c_H_3,c_S_1,c_S_2,c_S_3,c_V_1,c_V_2,c_V_3,Sum_H,Sum_S,Sum_V
amusement_0487.jpg,103.215762,103.945090,104.905685,95.252842,29.846292,112.990749,0.397436,-141.865633,7.335917,-0.147436,-141.638889,7.630168,-0.247436,-139.229328,8.302649,-134.132280,-134.156157,-131.174115,173378,8353,0,97,0,0,0,0,33,17772,59
amusement_0488.jpg,90.445864,89.681873,88.758516,80.973388,26.293984,96.154672,-1.403382,-59.161800,1.913017,-1.064010,-58.017032,1.969586,-0.840580,-56.229927,1.987226,-58.652165,-57.111455,-55.083280,65125,10094,0,412,0,0,0,0,283,123229,877
amusement_0489.jpg,113.129175,111.465658,110.752363,100.941575,32.546163,119.840807,-1.412935,-30.664160,-15.425157,-0.259950,-32.810150,-14.609119,-0.993781,-34.742481,-13.888365,-47.502253,-47.679220,-49.624627,49665,45185,0,0,0,0,0,0,1587,103457,68
amusement_0490.jpg,105.084399,105.585678,106.032396,96.391202,30.481364,114.372038,0.142857,38.312925,-5.455782,0.501701,39.500850,-5.882228,0.923469,40.929422,-6.239371,33.000000,34.120323,35.613520,49197,626,0,60,0,0,0,0,18636,125029,6644
amusement_0491.jpg,150.774155,150.774155,150.705314,137.156981,43.745845,162.783768,-0.016908,-27.103865,-14.324879,-0.015700,-27.964372,-14.176630,-0.002415,-29.492754,-13.891304,-41.445652,-42.156703,-43.386473,51875,8141,0,107,0,0,0,0,26775,112636,842
amusement_0492.jpg,101.293860,101.346491,101.472222,92.312061,29.351506,109.549766,-0.472222,-67.367690,-4.080044,-0.426901,-67.404971,-4.072368,-0.252924,-67.334064,-4.153874,-71.919956,-71.904240,-71.740863,128814,781,0,12076,0,0,0,0,12219,40389,5905
amusement_0493.jpg,146.195507,146.687917,146.952034,133.668245,42.457620,158.623679,-0.041063,56.250000,-19.733939,-0.268116,57.782609,-20.173939,-0.483092,58.289855,-20.351515,36.474998,37.340553,37.455248,57670,2411,0,10,0,0,0,0,5284,113160,21301
amusement_0494.jpg,80.912145,80.941214,81.221576,73.849955,23.386040,87.629587,0.171795,-109.691214,-1.171189,0.206410,-109.707364,-1.171512,0.221795,-109.757106,-1.258398,-110.690608,-110.672466,-110.793709,44804,42963,0,0,0,0,0,0,0,111925,0
amusement_0495.jpg,125.006337,125.126743,125.235108,113.940108,36.253162,135.219240,-0.130051,69.291035,-26.233523,0.082071,69.383207,-26.267110,-0.020202,69.265152,-26.304816,42.927461,43.198168,42.940133,26547,9445,0,380,0,0,0,0,2804,160566,138
amusement_0496.jpg,103.474838,103.968112,104.499751,94.977813,29.985944,112.689606,-0.769841,-77.386905,-0.213433,-0.597222,-76.978175,-0.074129,-0.195437,-77.478671,-0.406716,-78.370179,-77.649526,-78.080824,84999,45332,0,18656,0,0,0,0,2822,38737,9485
amusement_0497.jpg,111.886197,111.985316,112.193098,102.050007,32.411329,121.102056,-0.320175,-103.205409,-11.153451,-0.314327,-103.252193,-11.196402,-0.184211,-103.150585,-11.370778,-114.679036,-114.762923,-114.705574,61800,63156,0,2441,0,0,0,0,142,72517,158
amusement_0498.jpg,101.483197,101.316985,101.514986,92.335077,29.320545,109.572825,-0.543478,-87.327899,-11.220109,-0.260870,-85.804348,-11.389493,0.266304,-83.470109,-11.809330,-99.091486,-97.454710,-95.013134,19308,108882,0,0,0,0,0,0,0,71825,0
amusement_0499.jpg,118.594385,118.313023,118.060932,107.490908,34.388925,127.586476,1.584524,-114.617262,6.666965,0.567857,-113.180357,6.609020,-0.414286,-111.859524,6.294803,-106.365773,-106.003480,-105.979007,122753,4613,0,718,0,0,0,0,62049,6534,3097
amusement_0500.jpg,61.900183,63.044872,65.706960,59.207674,17.457766,70.111648,0.579710,12.146520,-14.941392,-0.405797,16.510989,-16.050366,0.009058,23.203297,-18.022894,-2.215162,0.054826,5.189461,2865,21943,0,458,0,0,0,0,585,168362,5623
amusement_0501.jpg,84.694039,84.682482,84.820560,77.156332,24.515116,91.562019,0.258454,-43.214112,1.933090,0.214976,-42.751825,1.856448,0.252415,-42.135645,1.673054,-41.022568,-40.680401,-40.210176,64376,29189,0,48,0,0,0,0,3031,103375,1
amusement_0502.jpg,181.293738,181.296501,181.319521,164.995700,52.568849,195.817716,-0.114130,12.228022,-22.347606,-0.105072,12.249084,-22.353591,-0.096014,12.255495,-22.361418,-10.233714,-10.209579,-10.201938,1177,0,0,6751,0,0,0,0,33,68645,123218
