Word,Method,Pos,Count
long,upos,ADJ,1
long,xpos,JJ,1
night,upos,NOUN,1
night,xpos,NNS,1
no,upos,DET,1
no,xpos,DT,1
sleep,upos,NOUN,1
sleep,xpos,NN,1
let,upos,VERB,1
let,xpos,VB,1
s,upos,PRON,1
s,xpos,PRP,1
not,upos,PART,4
not,xpos,RB,4
turn,upos,VERB,3
turn,xpos,VB,2
turn,xpos,VBD,1
alarm,upos,NOUN,1
alarm,xpos,NN,1
clock,upos,NOUN,1
clock,xpos,NNS,1
on,upos,ADV,1
on,upos,ADP,3
on,xpos,RB,1
on,xpos,IN,3
call,upos,NOUN,1
call,xpos,NNS,1
wait,upos,VERB,1
wait,xpos,VB,1
my,upos,PRON,8
my,xpos,PRP$,8
machine,upos,NOUN,1
machine,xpos,NN,1
papers,upos,NOUN,1
papers,xpos,NNS,1
pile,upos,VERB,1
pile,xpos,VBG,1
up,upos,ADP,1
up,xpos,RP,1
the,upos,DET,7
the,xpos,DT,7
front,upos,ADJ,1
front,xpos,JJ,1
lawn,upos,NOUN,1
lawn,xpos,NN,1
love,upos,NOUN,24
love,upos,VERB,4
love,xpos,NN,24
love,xpos,VBP,4
and,upos,CCONJ,15
and,xpos,CC,15
happiness,upos,NOUN,13
happiness,xpos,NN,13
ruin,upos,VERB,3
ruin,xpos,VBD,3
ambition,upos,NOUN,3
ambition,xpos,NN,3
that,upos,PRON,3
that,upos,DET,1
that,xpos,DT,4
be,upos,AUX,7
be,xpos,VBZ,7
condition,upos,NOUN,3
condition,xpos,NN,3
take,upos,VERB,1
take,xpos,VB,1
you,upos,PRON,5
you,xpos,PRP$,1
you,xpos,PRP,4
time,upos,NOUN,1
time,xpos,NN,1
stay,upos,VERB,1
stay,xpos,VB,1
for,upos,ADP,1
for,xpos,IN,1
breakfast,upos,NOUN,1
breakfast,xpos,NN,1
tell,upos,VERB,1
tell,xpos,VB,1
I,upos,PRON,7
I,xpos,PRP,7
why,upos,ADV,2
why,xpos,WRB,2
tattoo,upos,NOUN,1
tattoo,xpos,NN,1
drive,upos,VERB,1
drive,xpos,VB,1
home,upos,ADV,1
home,xpos,RB,1
this,upos,DET,3
this,xpos,DT,3
morning,upos,NOUN,1
morning,xpos,NN,1
shirt,upos,NOUN,1
shirt,xpos,NN,1
look,upos,VERB,1
look,xpos,VBZ,1
good,upos,ADJ,1
good,xpos,JJ,1
whos,upos,PRON,3
whos,xpos,WP,3
president,upos,PROPN,1
president,xpos,NNP,1
do,upos,AUX,3
do,xpos,VBP,3
care,upos,VERB,1
care,xpos,VB,1
monkey,upos,NOUN,1
monkey,xpos,NN,1
mayor,upos,NOUN,1
mayor,xpos,NN,1
what,upos,PRON,3
what,xpos,WP,3
story,upos,NOUN,1
story,xpos,NN,1
news,upos,NOUN,1
news,xpos,NN,1
difference,upos,NOUN,1
difference,xpos,NN,1
all,upos,DET,1
all,xpos,DT,1
want,upos,VERB,3
want,xpos,VBP,1
want,xpos,VB,2
to,upos,PART,2
to,xpos,TO,2
leave,upos,VERB,2
leave,xpos,VB,2
feeling,upos,NOUN,1
feeling,xpos,NN,1
house,upos,NOUN,1
house,xpos,NN,1
myself,upos,PRON,1
myself,xpos,PRP,1
in,upos,ADV,1
in,xpos,RB,1
with,upos,ADP,1
with,xpos,IN,1
only,upos,ADV,1
only,xpos,RB,1
can,upos,AUX,1
can,xpos,MD,1
out,upos,ADP,1
out,xpos,RP,1
