Word,Method,Pos,Count
it,upos,PRON,7
it,xpos,PRP,7
be,upos,AUX,13
be,upos,VERB,1
be,xpos,VBZ,8
be,xpos,VBP,2
be,xpos,VB,4
a,upos,DET,8
a,xpos,DT,8
war,upos,NOUN,15
war,xpos,NN,15
on,upos,ADP,7
on,upos,ADV,1
on,xpos,IN,7
on,xpos,RB,1
there,upos,PRON,1
there,xpos,EX,1
you,upos,PRON,16
you,xpos,PRP,16
go,upos,VERB,1
go,xpos,VBG,1
to,upos,PART,21
to,xpos,TO,21
lose,upos,VERB,5
lose,xpos,VB,5
have,upos,VERB,10
have,xpos,VBP,10
learn,upos,VERB,4
learn,xpos,VB,4
how,upos,ADV,4
how,xpos,WRB,4
die,upos,VERB,6
die,xpos,VB,6
let,upos,VERB,2
let,xpos,VB,2
s,upos,PRON,2
s,xpos,PRP,2
watch,upos,VERB,2
watch,xpos,VB,2
the,upos,DET,2
the,xpos,DT,2
mile,upos,NOUN,2
mile,xpos,NNS,2
fly,upos,VERB,2
fly,xpos,VBG,2
by,upos,ADV,2
by,xpos,RB,2
not,upos,PART,1
not,xpos,RB,1
my,upos,PRON,2
my,xpos,PRP$,2
typewriter,upos,NOUN,1
typewriter,xpos,NN,1
but,upos,CCONJ,1
but,xpos,CC,1
could,upos,AUX,1
could,xpos,MD,1
demon,upos,NOUN,1
demon,xpos,NN,1
move,upos,VERB,1
move,xpos,VBG,1
forward,upos,ADV,1
forward,xpos,RB,1
through,upos,ADP,1
through,xpos,IN,1
flame,upos,VERB,1
flame,xpos,VBG,1
door,upos,NOUN,1
door,xpos,NNS,1
if,upos,SCONJ,3
if,xpos,IN,3
want,upos,VERB,6
want,xpos,VBP,3
want,xpos,VB,3
alive,upos,ADJ,3
alive,xpos,JJ,3
okay,upos,INTJ,2
okay,xpos,UH,2
