Word,Method,Pos,Count
tonight,upos,NOUN,2
tonight,xpos,NN,2
we,upos,PRON,2
we,xpos,PRP,2
drink,upos,VERB,2
drink,xpos,VBP,2
to,upos,ADP,3
to,upos,PART,1
to,xpos,IN,3
to,xpos,TO,1
youth,upos,NOUN,2
youth,xpos,NN,2
and,upos,CCONJ,9
and,xpos,CC,9
hold,upos,VERB,1
hold,xpos,VBG,1
fast,upos,ADV,1
fast,xpos,RB,1
truth,upos,NOUN,2
truth,xpos,NN,2
do,upos,AUX,1
do,xpos,VBP,1
not,upos,PART,7
not,xpos,RB,7
want,upos,VERB,2
want,xpos,VB,1
want,xpos,VBP,1
lose,upos,VERB,2
lose,xpos,VB,2
what,upos,PRON,2
what,xpos,WP,2
I,upos,PRON,25
I,xpos,PRP,25
have,upos,VERB,6
have,xpos,VBD,2
have,xpos,VBZ,1
have,xpos,VB,3
as,upos,ADP,3
as,upos,ADV,1
as,xpos,IN,3
as,xpos,RB,1
a,upos,DET,13
a,xpos,DT,13
boy,upos,NOUN,2
boy,xpos,NN,2
my,upos,PRON,1
my,xpos,PRP$,1
heart,upos,NOUN,4
heart,xpos,NN,4
still,upos,ADV,1
still,xpos,RB,1
beat,upos,NOUN,1
beat,xpos,NN,1
but,upos,CCONJ,4
but,xpos,CC,4
love,upos,NOUN,14
love,upos,VERB,3
love,xpos,NN,14
love,xpos,VBP,3
be,upos,AUX,12
be,upos,VERB,2
be,xpos,VBZ,6
be,xpos,VBP,8
now,upos,ADV,1
now,xpos,RB,1
feat,upos,NOUN,1
feat,xpos,NN,1
common,upos,ADJ,1
common,xpos,JJ,1
cold,upos,ADJ,1
cold,xpos,JJ,1
day,upos,NOUN,1
day,xpos,NN,1
in,upos,ADP,1
in,xpos,IN,1
LA,upos,PROPN,1
LA,xpos,NNP,1
sometimes,upos,ADV,5
sometimes,xpos,RB,5
when,upos,ADV,5
when,xpos,WRB,5
alone,upos,ADJ,2
alone,xpos,JJ,2
wonder,upos,VERB,2
wonder,xpos,VBP,2
there,upos,PRON,2
there,xpos,EX,2
spell,upos,NOUN,2
spell,xpos,NN,2
that,upos,PRON,2
that,xpos,WDT,2
under,upos,ADP,2
under,xpos,IN,2
keep,upos,VERB,2
keep,xpos,VBG,2
from,upos,SCONJ,2
from,xpos,IN,2
see,upos,VERB,2
see,xpos,VBG,2
the,upos,DET,6
the,xpos,DT,6
real,upos,ADJ,2
real,xpos,JJ,2
thing,upos,NOUN,5
thing,xpos,NN,2
thing,xpos,NNS,3
hurt,upos,VERB,6
hurt,upos,NOUN,4
hurt,xpos,VBZ,6
hurt,xpos,NN,3
hurt,xpos,NNS,1
it,upos,PRON,9
it,xpos,PRP,9
good,upos,ADJ,3
good,xpos,JJ,3
feel,upos,VERB,3
feel,xpos,VBZ,3
like,upos,SCONJ,3
like,xpos,IN,3
alive,upos,ADJ,3
alive,xpos,JJ,3
sing,upos,VERB,3
sing,xpos,VBZ,3
transcend,upos,VERB,3
transcend,xpos,VBZ,3
bad,upos,ADJ,3
bad,xpos,JJ,3
try,upos,VERB,3
try,xpos,VB,3
cause,upos,VERB,3
cause,xpos,VB,3
without,upos,ADP,6
without,xpos,IN,6
will,upos,AUX,6
will,xpos,MD,6
survive,upos,VERB,6
survive,xpos,VB,6
fetter,upos,VERB,1
fetter,xpos,VBN,1
abuse,upos,VERB,1
abuse,xpos,VBN,1
stand,upos,VERB,1
stand,xpos,VB,1
naked,upos,ADJ,1
naked,xpos,JJ,1
accuse,upos,VERB,1
accuse,xpos,VBN,1
should,upos,AUX,1
should,xpos,MD,1
surface,upos,VERB,1
surface,xpos,VB,1
this,upos,DET,1
this,xpos,DT,1
oneman,upos,ADJ,1
oneman,xpos,JJ,1
submarine,upos,NOUN,1
submarine,xpos,NN,1
only,upos,ADV,1
only,xpos,RB,1
so,upos,ADV,1
so,xpos,RB,1
Ill,upos,ADV,1
Ill,xpos,RB,1
never,upos,ADV,1
never,xpos,RB,1
oh,upos,INTJ,3
oh,xpos,UH,3
