Word,Method,Pos,Count
take,upos,VERB,3
take,xpos,VB,3
a,upos,DET,3
a,xpos,DT,3
breath,upos,NOUN,1
breath,xpos,NN,1
it,upos,PRON,7
it,xpos,PRP,7
deep,upos,ADV,1
deep,xpos,RB,1
calm,upos,VERB,1
calm,xpos,VB,1
yourself,upos,PRON,2
yourself,xpos,PRP,2
he,upos,PRON,4
he,xpos,PRP,4
say,upos,VERB,4
say,xpos,VBZ,2
say,xpos,VB,2
to,upos,ADP,3
to,upos,PART,4
to,xpos,IN,3
to,xpos,TO,4
I,upos,PRON,18
I,xpos,PRP,18
if,upos,SCONJ,1
if,xpos,IN,1
you,upos,PRON,11
you,xpos,PRP,10
you,xpos,PRP$,1
play,upos,VERB,2
play,xpos,VBP,2
for,upos,ADP,1
for,xpos,IN,1
keep,upos,NOUN,1
keep,xpos,NNS,1
the,upos,DET,6
the,xpos,DT,6
gun,upos,NOUN,1
gun,xpos,NN,1
and,upos,CCONJ,5
and,xpos,CC,5
count,upos,VERB,1
count,xpos,VB,1
three,upos,NUM,1
three,xpos,CD,1
be,upos,AUX,13
be,xpos,VBP,10
be,xpos,VBZ,3
sweat,upos,VERB,1
sweat,xpos,VBG,1
now,upos,ADV,1
now,xpos,RB,1
move,upos,VERB,1
move,xpos,VBG,1
slow,upos,ADJ,1
slow,xpos,JJ,1
no,upos,DET,1
no,upos,INTJ,3
no,xpos,DT,1
no,xpos,UH,3
time,upos,NOUN,1
time,xpos,NN,1
think,upos,VERB,2
think,xpos,VB,2
my,upos,PRON,12
my,xpos,PRP$,12
turn,upos,NOUN,1
turn,xpos,NN,1
go,upos,VERB,1
go,xpos,VB,1
can,upos,AUX,8
can,xpos,MD,8
see,upos,VERB,9
see,xpos,VB,9
heart,upos,NOUN,4
heart,xpos,NN,4
beating,upos,NOUN,4
beating,xpos,NN,4
through,upos,ADP,4
through,xpos,IN,4
chest,upos,NOUN,4
chest,xpos,NN,4
Said,upos,VERB,3
Said,xpos,VBD,3
terrified,upos,ADJ,4
terrified,xpos,JJ,4
but,upos,CCONJ,5
but,xpos,CC,5
not,upos,PART,5
not,xpos,RB,5
leave,upos,VERB,4
leave,xpos,VBG,4
know,upos,VERB,4
know,xpos,VBP,1
know,xpos,VB,3
that,upos,SCONJ,5
that,xpos,IN,5
must,upos,AUX,4
must,xpos,MD,4
pass,upos,VERB,4
pass,xpos,VB,4
this,upos,DET,4
this,xpos,DT,4
test,upos,NOUN,4
test,xpos,NN,4
so,upos,ADV,4
so,xpos,RB,4
just,upos,ADV,3
just,xpos,RB,3
pull,upos,VERB,3
pull,xpos,VB,3
trigger,upos,NOUN,3
trigger,xpos,NN,3
prayer,upos,NOUN,1
prayer,xpos,NN,1
close,upos,VERB,1
close,xpos,VB,1
eye,upos,NOUN,2
eye,xpos,NNS,2
sometimes,upos,ADV,1
sometimes,xpos,RB,1
help,upos,VERB,1
help,xpos,VBZ,1
then,upos,ADV,1
then,xpos,RB,1
get,upos,VERB,2
get,xpos,VBP,1
get,xpos,VB,1
scary,upos,ADJ,1
scary,xpos,JJ,1
thought,upos,NOUN,1
thought,xpos,NN,1
here,upos,ADV,1
here,xpos,RB,1
mean,upos,VERB,1
mean,xpos,VBZ,1
never,upos,ADV,1
never,xpos,RB,1
lose,upos,VERB,1
lose,xpos,VBN,1
oh,upos,INTJ,2
oh,xpos,UH,2
as,upos,ADP,1
as,xpos,IN,1
life,upos,NOUN,2
life,xpos,NN,2
flash,upos,VERB,1
flash,xpos,VBZ,1
before,upos,ADP,1
before,xpos,IN,1
wonder,upos,VERB,1
wonder,xpos,VBG,1
will,upos,AUX,2
will,xpos,MD,2
ever,upos,ADV,1
ever,xpos,RB,1
another,upos,DET,1
another,xpos,DT,1
sunrise,upos,NOUN,1
sunrise,xpos,NN,1
many,upos,ADJ,1
many,xpos,JJ,1
chance,upos,NOUN,1
chance,xpos,NN,1
goodbye,upos,NOUN,1
goodbye,xpos,NN,1
too,upos,ADV,1
too,xpos,RB,1
late,upos,ADJ,1
late,xpos,JJ,1
of,upos,ADP,2
of,xpos,IN,2
value,upos,NOUN,1
value,xpos,NN,1
Ouhoh,upos,PROPN,1
Ouhoh,xpos,NNP,1
