Word,Method,Pos,Count
time,upos,NOUN,2
time,xpos,NN,2
it,upos,PRON,1
it,xpos,PRP,1
need,upos,VERB,2
need,xpos,VBZ,1
need,xpos,VBP,1
to,upos,PART,8
to,xpos,TO,8
win,upos,VERB,2
win,xpos,VB,2
back,upos,ADP,3
back,xpos,RP,3
you,upos,PRON,17
you,xpos,PRP$,7
you,xpos,PRP,10
love,upos,NOUN,11
love,upos,VERB,11
love,xpos,NN,11
love,xpos,VBP,3
love,xpos,VBG,8
again,upos,ADV,8
again,xpos,RB,8
I,upos,PRON,29
I,xpos,PRP,29
will,upos,AUX,13
will,xpos,MD,13
be,upos,AUX,22
be,upos,VERB,2
be,xpos,VB,14
be,xpos,VBZ,2
be,xpos,VBP,7
be,xpos,VBN,1
there,upos,ADV,12
there,upos,PRON,2
there,xpos,RB,12
there,xpos,EX,2
only,upos,ADV,2
only,xpos,RB,2
can,upos,AUX,5
can,xpos,MD,5
bring,upos,VERB,1
bring,xpos,VB,1
someday,upos,NOUN,2
someday,xpos,NN,2
Ill,upos,ADJ,1
Ill,xpos,JJ,1
fight,upos,NOUN,1
fight,upos,VERB,1
fight,xpos,NN,1
fight,xpos,VB,1
babe,upos,NOUN,1
babe,xpos,NN,1
break,upos,VERB,1
break,xpos,VB,1
down,upos,ADP,1
down,xpos,RP,1
the,upos,DET,11
the,xpos,DT,11
wall,upos,NOUN,3
wall,xpos,NN,3
if,upos,SCONJ,3
if,xpos,IN,3
wed,upos,PROPN,3
wed,xpos,NNP,3
go,upos,VERB,3
go,xpos,VB,3
all,upos,DET,3
all,xpos,PDT,3
way,upos,NOUN,3
way,xpos,NN,3
from,upos,ADP,3
from,xpos,IN,3
start,upos,NOUN,3
start,upos,VERB,2
start,xpos,NN,3
start,xpos,VB,2
would,upos,AUX,3
would,xpos,MD,3
try,upos,VERB,4
try,upos,NOUN,1
try,xpos,VB,4
try,xpos,NN,1
change,upos,VERB,3
change,xpos,VB,3
thing,upos,NOUN,3
thing,xpos,NNS,3
that,upos,PRON,3
that,upos,SCONJ,2
that,xpos,WDT,3
that,xpos,IN,2
kill,upos,VERB,3
kill,xpos,VBD,3
we,upos,PRON,4
we,xpos,PRP$,4
pride,upos,NOUN,3
pride,xpos,NN,3
have,upos,AUX,4
have,xpos,VBZ,2
have,xpos,VBP,2
build,upos,VERB,2
build,xpos,VBN,2
a,upos,DET,3
a,xpos,DT,3
so,upos,ADV,2
so,xpos,RB,2
strong,upos,ADJ,2
strong,xpos,JJ,2
not,upos,PART,4
not,xpos,RB,4
get,upos,VERB,2
get,xpos,VB,2
through,upos,ADV,3
through,xpos,RB,3
really,upos,ADV,2
really,xpos,RB,2
no,upos,DET,2
no,xpos,DT,2
chance,upos,NOUN,3
chance,xpos,NN,3
once,upos,ADV,2
once,xpos,RB,2
still,upos,ADV,8
still,xpos,RB,8
baby,upos,NOUN,1
baby,xpos,NN,1
trust,upos,VERB,1
trust,xpos,VB,1
in,upos,ADP,1
in,xpos,IN,1
my,upos,PRON,1
my,xpos,PRP$,1
just,upos,ADV,1
just,xpos,RB,1
should,upos,AUX,2
should,xpos,MD,2
throw,upos,VERB,1
throw,xpos,VBN,1
away,upos,ADV,1
away,xpos,RB,1
yes,upos,INTJ,1
yes,xpos,UH,1
hurt,upos,VERB,1
hurt,xpos,VBN,1
and,upos,CCONJ,1
and,xpos,CC,1
know,upos,VERB,1
know,xpos,VBP,1
what,upos,PRON,1
what,xpos,WP,1
give,upos,VERB,1
give,xpos,VB,1
this,upos,PRON,1
this,xpos,DT,1
end,upos,NOUN,1
end,xpos,NN,1
Iâ€™m,upos,PROPN,1
Iâ€™m,xpos,NNP,1
