Word,Method,Pos,Count
do,upos,AUX,2
do,xpos,VB,2
not,upos,PART,2
not,xpos,RB,2
leave,upos,VERB,2
leave,xpos,VB,2
cause,upos,SCONJ,2
cause,xpos,IN,2
I,upos,PRON,3
I,xpos,PRP,3
believe,upos,VERB,2
believe,xpos,VBP,2
we,upos,PRON,2
we,xpos,PRP,2
be,upos,AUX,3
be,xpos,VBD,2
be,xpos,VB,1
mean,upos,VERB,2
mean,xpos,VBN,2
to,upos,PART,2
to,xpos,TO,2
sleep,upos,VERB,2
sleep,xpos,VB,2
in,upos,ADP,2
in,xpos,IN,2
the,upos,DET,2
the,xpos,DT,2
dirt,upos,NOUN,2
dirt,xpos,NN,2
if,upos,SCONJ,1
if,xpos,IN,1
you,upos,PRON,2
you,xpos,PRP,2
doubt,upos,VERB,1
doubt,xpos,VBP,1
that,upos,SCONJ,1
that,xpos,IN,1
will,upos,AUX,1
will,xpos,MD,1
there,upos,ADV,1
there,xpos,RB,1
dont,upos,AUX,2
dont,xpos,MD,2
despair,upos,VERB,1
despair,xpos,VB,1
dare,upos,VERB,1
dare,xpos,VB,1
