Word,Method,Pos,Count
there,upos,PRON,1
there,xpos,EX,1
will,upos,AUX,10
will,xpos,MD,10
be,upos,VERB,1
be,upos,AUX,5
be,xpos,VB,4
be,xpos,VBP,1
be,xpos,VBD,1
no,upos,DET,1
no,xpos,DT,1
darkness,upos,NOUN,1
darkness,xpos,NN,1
tonight,upos,NOUN,2
tonight,xpos,NN,2
baby,upos,NOUN,9
baby,xpos,NN,9
we,upos,PRON,3
we,xpos,PRP$,2
we,xpos,PRP,1
love,upos,NOUN,2
love,upos,VERB,7
love,xpos,NN,2
love,xpos,VB,2
love,xpos,VBP,5
shine,upos,VERB,1
shine,xpos,VB,1
just,upos,ADV,1
just,xpos,RB,1
put,upos,VERB,1
put,xpos,VB,1
you,upos,PRON,41
you,xpos,PRP$,20
you,xpos,PRP,21
trust,upos,NOUN,1
trust,xpos,NN,1
in,upos,ADP,22
in,xpos,IN,22
my,upos,PRON,6
my,xpos,PRP$,6
heart,upos,NOUN,3
heart,xpos,NN,2
heart,xpos,NNS,1
and,upos,CCONJ,8
and,xpos,CC,8
meet,upos,VERB,1
meet,xpos,VB,1
I,upos,PRON,27
I,xpos,PRP,27
paradise,upos,NOUN,1
paradise,xpos,NN,1
Boy,upos,NOUN,1
Boy,xpos,NN,1
every,upos,DET,1
every,xpos,DT,1
wonder,upos,NOUN,1
wonder,xpos,NN,1
this,upos,DET,1
this,upos,PRON,1
this,xpos,DT,2
world,upos,NOUN,1
world,xpos,NN,1
to,upos,ADP,5
to,upos,PART,2
to,xpos,IN,5
to,xpos,TO,2
a,upos,DET,2
a,xpos,DT,2
treasure,upos,NOUN,1
treasure,xpos,NN,1
time,upos,NOUN,1
time,xpos,NN,1
steal,upos,VERB,1
steal,xpos,VB,1
away,upos,ADV,1
away,xpos,RB,1
so,upos,ADV,3
so,xpos,RB,3
listen,upos,VERB,1
listen,xpos,VB,1
lay,upos,VERB,2
lay,xpos,VB,2
body,upos,NOUN,1
body,xpos,NN,1
close,upos,ADJ,1
close,xpos,JJ,1
mine,upos,PRON,1
mine,xpos,PRP,1
let,upos,VERB,4
let,xpos,VB,4
feel,upos,VERB,3
feel,xpos,VB,3
dream,upos,NOUN,1
dream,xpos,NNS,1
can,upos,AUX,1
can,xpos,MD,1
make,upos,VERB,3
make,xpos,VB,3
alright,upos,ADJ,1
alright,xpos,JJ,1
through,upos,ADP,3
through,xpos,IN,3
the,upos,DET,23
the,xpos,DT,23
year,upos,NOUN,2
year,xpos,NNS,2
gonna,upos,AUX,1
gonna,xpos,MD,1
more,upos,ADV,2
more,upos,ADJ,1
more,xpos,RBR,2
more,xpos,JJR,1
each,upos,DET,2
each,xpos,DT,2
day,upos,NOUN,2
day,xpos,NN,2
promise,upos,VERB,1
promise,xpos,VBP,1
always,upos,ADV,18
always,xpos,RB,18
lady,upos,NOUN,18
lady,xpos,NN,18
life,upos,NOUN,17
life,xpos,NN,17
back,upos,ADV,1
back,xpos,RB,1
on,upos,ADP,1
on,xpos,IN,1
tenderness,upos,NOUN,1
tenderness,xpos,NN,1
s,upos,PRON,1
s,xpos,PRP,1
night,upos,NOUN,2
night,xpos,NN,2
not,upos,PART,1
not,xpos,RB,1
forget,upos,VERB,1
forget,xpos,VB,1
oh,upos,INTJ,2
oh,xpos,UH,2
need,upos,VERB,4
need,xpos,VBP,4
sweet,upos,ADJ,1
sweet,xpos,JJ,1
caress,upos,NOUN,1
caress,xpos,NN,1
reach,upos,VERB,1
reach,xpos,VB,1
out,upos,ADP,1
out,xpos,RP,1
fantasy,upos,NOUN,1
fantasy,xpos,NN,1
two,upos,NUM,1
two,xpos,CD,1
beat,upos,NOUN,1
beat,xpos,NN,1
of,upos,ADP,2
of,xpos,IN,2
ecstasy,upos,NOUN,1
ecstasy,xpos,NN,1
come,upos,VERB,1
come,xpos,VB,1
boy,upos,NOUN,2
boy,xpos,NN,2
keep,upos,VERB,1
keep,xpos,VB,1
warm,upos,ADJ,1
warm,xpos,JJ,1
shadow,upos,NOUN,1
shadow,xpos,NNS,1
touch,upos,VERB,1
touch,xpos,VB,1
with,upos,ADP,3
with,xpos,IN,3
right,upos,ADJ,1
right,xpos,JJ,1
even,upos,ADV,1
even,xpos,RB,1
when,upos,ADV,1
when,xpos,WRB,1
old,upos,ADJ,1
old,xpos,JJ,1
gray,upos,ADJ,1
gray,xpos,JJ,1
cause,upos,NOUN,1
cause,upos,SCONJ,1
cause,xpos,NN,1
cause,xpos,IN,1
stay,upos,VERB,2
stay,xpos,VB,2
want,upos,VERB,1
want,xpos,VBP,1
by,upos,ADP,1
by,xpos,IN,1
side,upos,NOUN,1
side,xpos,NN,1
yeah,upos,INTJ,1
yeah,xpos,UH,1
yes,upos,INTJ,1
yes,xpos,UH,1
do,upos,VERB,1
do,xpos,VBP,1
than,upos,SCONJ,1
than,xpos,IN,1
ever,upos,ADV,1
ever,xpos,RB,1
know,upos,VERB,1
know,xpos,VB,1
have,upos,AUX,1
have,xpos,VBP,1
get,upos,VERB,1
get,xpos,VBN,1
it,upos,PRON,1
it,xpos,PRP,1
show,upos,VERB,1
show,xpos,VB,1
dont,upos,AUX,2
dont,xpos,MD,2
see,upos,VERB,2
see,xpos,VB,2
