Word,Method,Pos,Count
you,upos,PRON,30
you,xpos,PRP,28
you,xpos,PRP$,2
take,upos,VERB,8
take,xpos,VBP,4
take,xpos,VB,4
away,upos,ADP,3
away,upos,ADV,6
away,xpos,RP,3
away,xpos,RB,6
I,upos,PRON,21
I,xpos,PRP,21
feel,upos,VERB,16
feel,xpos,VBP,4
feel,xpos,VB,12
the,upos,DET,5
the,xpos,DT,5
same,upos,ADJ,3
same,xpos,JJ,3
all,upos,DET,2
all,xpos,PDT,2
promise,upos,NOUN,2
promise,upos,VERB,1
promise,xpos,NNS,2
promise,xpos,VBD,1
make,upos,VERB,5
make,xpos,VBD,2
make,xpos,VB,3
to,upos,ADP,1
to,xpos,IN,1
in,upos,ADP,2
in,xpos,IN,2
vain,upos,ADJ,1
vain,xpos,JJ,1
lose,upos,VERB,1
lose,xpos,VBD,1
myself,upos,PRON,1
myself,xpos,PRP,1
inside,upos,ADP,1
inside,xpos,IN,1
taint,upos,VERB,1
taint,xpos,VBN,1
smile,upos,NOUN,1
smile,xpos,NN,1
again,upos,ADV,6
again,xpos,RB,6
cause,upos,SCONJ,3
cause,xpos,IN,3
can,upos,AUX,17
can,xpos,MD,17
not,upos,PART,18
not,xpos,RB,18
my,upos,PRON,12
my,xpos,PRP$,12
anger,upos,NOUN,4
anger,xpos,NN,4
pain,upos,NOUN,9
pain,xpos,NN,9
torment,upos,NOUN,4
torment,xpos,NN,4
drivin,upos,VERB,4
drivin,xpos,VB,4
insane,upos,ADJ,4
insane,xpos,JJ,4
fight,upos,VERB,4
fight,xpos,VB,4
these,upos,DET,5
these,xpos,DT,5
feelin,upos,NOUN,4
feelin,xpos,NNS,4
they,upos,PRON,4
they,xpos,PRP,4
will,upos,AUX,7
will,xpos,MD,7
bring,upos,VERB,4
bring,xpos,VB,3
bring,xpos,VBP,1
whole,upos,ADJ,4
whole,xpos,JJ,4
betrayed,upos,VERB,1
betrayed,xpos,VBN,1
stuck,upos,ADJ,1
stuck,xpos,JJ,1
way,upos,NOUN,1
way,xpos,NNS,1
and,upos,CCONJ,2
and,xpos,CC,2
rip,upos,VERB,1
rip,xpos,VBP,1
apart,upos,ADV,1
apart,xpos,RB,1
with,upos,ADP,3
with,xpos,IN,3
brutal,upos,ADJ,1
brutal,xpos,JJ,1
thing,upos,NOUN,1
thing,xpos,NNS,1
say,upos,VERB,1
say,xpos,VBP,1
deal,upos,VERB,1
deal,xpos,VB,1
this,upos,DET,1
this,xpos,DT,1
shit,upos,NOUN,1
shit,xpos,NN,1
anymore,upos,ADV,1
anymore,xpos,RB,1
just,upos,ADV,1
just,xpos,RB,1
look,upos,VERB,1
look,xpos,VBP,1
only,upos,ADV,2
only,xpos,RB,2
Mudshovel,upos,PROPN,4
Mudshovel,xpos,NNP,4
mudshovel,upos,PROPN,8
mudshovel,upos,ADJ,4
mudshovel,xpos,NNP,8
mudshovel,xpos,JJ,4
if,upos,SCONJ,1
if,xpos,IN,1
leave,upos,VERB,1
leave,xpos,VB,1
nothing,upos,PRON,1
nothing,xpos,NN,1
Ill,upos,ADJ,1
Ill,xpos,JJ,1
be,upos,AUX,1
be,xpos,VB,1
