Word,Method,Pos,Count
alright,upos,INTJ,1
alright,xpos,UH,1
let,upos,VERB,8
let,xpos,VBZ,1
let,xpos,VBD,7
go,upos,VERB,23
go,xpos,VB,1
go,xpos,VBG,22
there,upos,PRON,14
there,xpos,EX,14
be,upos,AUX,76
be,xpos,VBZ,20
be,xpos,VB,17
be,xpos,VBP,38
be,xpos,VBD,1
to,upos,PART,27
to,xpos,TO,27
one,upos,NUM,41
one,xpos,CD,41
less,upos,ADV,39
less,xpos,RBR,39
lonely,upos,ADJ,39
lonely,xpos,JJ,39
girl,upos,NOUN,40
girl,xpos,NN,40
how,upos,ADV,7
how,xpos,WRB,7
many,upos,ADJ,9
many,xpos,JJ,9
I,upos,PRON,59
I,xpos,PRP,59
tell,upos,VERB,3
tell,xpos,VBD,1
tell,xpos,VB,2
yous,upos,PRON,1
yous,xpos,PRP,1
and,upos,CCONJ,7
and,xpos,CC,7
start,upos,NOUN,2
start,xpos,NN,2
over,upos,NOUN,1
over,xpos,NNS,1
shoulder,upos,NOUN,1
shoulder,xpos,NNS,1
have,upos,AUX,1
have,xpos,VBP,1
you,upos,PRON,68
you,xpos,PRP,61
you,xpos,PRP$,7
cry,upos,VERB,1
cry,xpos,VBN,1
on,upos,ADV,1
on,xpos,RB,1
before,upos,ADV,1
before,upos,SCONJ,2
before,xpos,RB,1
before,xpos,IN,2
promise,upos,NOUN,1
promise,xpos,NNS,1
honest,upos,ADJ,1
honest,xpos,JJ,1
tear,upos,NOUN,1
tear,upos,VERB,1
tear,xpos,NNS,1
tear,xpos,VBD,1
hit,upos,VERB,1
hit,xpos,VB,1
the,upos,DET,4
the,xpos,DT,4
floor,upos,NOUN,1
floor,xpos,NN,1
bag,upos,NOUN,1
bag,xpos,NNS,1
pack,upos,VERB,1
pack,xpos,VBD,1
just,upos,ADV,2
just,xpos,RB,2
take,upos,VERB,2
take,xpos,VB,2
he,upos,PRON,3
he,xpos,PRP,2
he,xpos,PRP$,1
back,upos,ADP,1
back,upos,ADV,1
back,xpos,RP,1
back,xpos,RB,1
that,upos,SCONJ,2
that,upos,PRON,4
that,xpos,IN,2
that,xpos,DT,4
either,upos,DET,1
either,xpos,DT,1
or,upos,NOUN,1
or,xpos,NNS,1
but,upos,CCONJ,2
but,xpos,CC,2
no,upos,ADV,2
no,upos,INTJ,4
no,xpos,RB,2
no,xpos,UH,4
more,upos,ADJ,2
more,xpos,JJR,2
if,upos,SCONJ,6
if,xpos,IN,6
inside,upos,ADP,6
inside,xpos,RP,6
of,upos,ADP,8
of,xpos,IN,8
world,upos,NOUN,9
world,xpos,NN,9
therell,upos,AUX,2
therell,xpos,MD,2
oh,upos,INTJ,4
oh,xpos,UH,4
see,upos,VERB,8
see,xpos,VBD,5
see,xpos,VBP,2
see,xpos,VB,1
so,upos,ADV,2
so,xpos,RB,2
pretty,upos,ADV,2
pretty,upos,ADJ,2
pretty,xpos,RB,2
pretty,xpos,JJ,2
face,upos,NOUN,4
face,xpos,NNS,4
now,upos,ADV,2
now,xpos,RB,2
all,upos,DET,2
all,xpos,DT,2
come,upos,VERB,24
come,xpos,VBG,24
for,upos,ADP,24
for,xpos,IN,24
do,upos,AUX,3
do,upos,VERB,4
do,xpos,VBP,2
do,xpos,VB,4
do,xpos,VBD,1
not,upos,PART,5
not,upos,ADV,1
not,xpos,RB,6
need,upos,VERB,4
need,xpos,VB,2
need,xpos,VBP,2
these,upos,DET,2
these,xpos,DT,2
other,upos,ADJ,2
other,xpos,JJ,2
like,upos,SCONJ,2
like,xpos,IN,2
when,upos,ADV,2
when,xpos,WRB,2
mine,upos,PRON,2
mine,xpos,PRP,2
in,upos,ADP,3
in,xpos,IN,3
put,upos,VERB,4
put,xpos,VB,4
first,upos,ADV,4
first,xpos,RB,4
will,upos,AUX,5
will,xpos,MD,5
show,upos,VERB,4
show,xpos,VB,4
what,upos,PRON,9
what,xpos,WP,9
worth,upos,ADJ,4
worth,xpos,JJ,4
Christmas,upos,PROPN,1
Christmas,xpos,NNP,1
merry,upos,ADJ,1
merry,xpos,JJ,1
14th,upos,NOUN,1
14th,xpos,NN,1
February,upos,PROPN,1
February,xpos,NNP,1
they,upos,PRON,1
they,xpos,PRP,1
spend,upos,VERB,1
spend,xpos,VBN,1
with,upos,ADP,3
with,xpos,IN,3
dinner,upos,NOUN,2
dinner,xpos,NN,2
date,upos,NOUN,1
date,xpos,NNS,1
set,upos,VERB,2
set,xpos,VBD,1
set,xpos,VB,1
plate,upos,NOUN,1
plate,xpos,NNS,1
even,upos,ADV,1
even,xpos,RB,1
touch,upos,VERB,1
touch,xpos,VB,1
food,upos,NOUN,1
food,xpos,NN,1
photograph,upos,NOUN,1
photograph,xpos,NNS,1
tape,upos,VERB,1
tape,xpos,VBG,1
could,upos,AUX,1
could,xpos,MD,1
a,upos,DET,2
a,xpos,DT,2
open,upos,ADJ,1
open,xpos,JJ,1
door,upos,NOUN,1
door,xpos,NN,1
this,upos,DET,1
this,xpos,DT,1
can,upos,AUX,3
can,xpos,MD,3
fix,upos,VERB,1
fix,xpos,VB,1
up,upos,ADP,1
up,xpos,RP,1
broken,upos,ADJ,1
broken,xpos,JJ,1
heart,upos,NOUN,2
heart,xpos,NN,1
heart,xpos,NNS,1
give,upos,VERB,1
give,xpos,VB,1
brand,upos,NOUN,1
brand,xpos,NN,1
new,upos,ADJ,1
new,xpos,JJ,1
make,upos,VERB,1
make,xpos,VB,1
believe,upos,VERB,1
believe,xpos,VB,1
yeah,upos,INTJ,1
yeah,xpos,UH,1
want,upos,VERB,1
want,xpos,VBP,1
free,upos,ADJ,3
free,xpos,JJ,3
fall,upos,VERB,3
