Word,Method,Pos,Count
mama,upos,NOUN,6
mama,xpos,NN,6
bad,upos,ADJ,3
bad,xpos,JJ,3
mean,upos,VERB,5
mean,xpos,VB,3
mean,xpos,VBP,2
gasoline,upos,NOUN,2
gasoline,xpos,NN,2
she,upos,PRON,41
she,upos,VERB,5
she,xpos,PRP,38
she,xpos,VBZ,5
she,xpos,PRP$,3
be,upos,AUX,21
be,xpos,VBZ,19
be,xpos,VBP,2
on,upos,ADP,16
on,xpos,IN,16
fire,upos,NOUN,15
fire,xpos,NN,15
put,upos,VERB,3
put,xpos,VB,3
out,upos,ADP,6
out,xpos,RP,6
as,upos,ADP,3
as,upos,SCONJ,1
as,xpos,IN,4
a,upos,DET,5
a,xpos,DT,5
matter,upos,NOUN,3
matter,xpos,NN,3
of,upos,ADP,3
of,xpos,IN,3
fact,upos,NOUN,3
fact,xpos,NN,3
take,upos,VERB,2
take,xpos,VB,2
cause,upos,SCONJ,2
cause,upos,VERB,2
cause,xpos,IN,2
cause,xpos,VB,2
get,upos,VERB,5
get,xpos,VBD,3
get,xpos,VBP,2
my,upos,PRON,6
my,xpos,PRP$,6
knee,upos,NOUN,2
knee,xpos,NNS,2
and,upos,CCONJ,7
and,upos,PROPN,1
and,xpos,CC,7
and,xpos,NNP,1
ask,upos,VERB,2
ask,xpos,VBD,2
Lord,upos,NOUN,2
Lord,xpos,NN,2
to,upos,PART,2
to,upos,ADP,1
to,xpos,TO,2
to,xpos,IN,1
keep,upos,VERB,2
keep,xpos,VB,2
I,upos,PRON,24
I,xpos,PRP,24
clear,upos,ADJ,2
clear,xpos,JJ,2
from,upos,ADP,2
from,xpos,IN,2
the,upos,DET,4
the,xpos,DT,4
Devil,upos,PROPN,3
Devil,xpos,NNP,3
girl,upos,NOUN,2
girl,xpos,NN,2
yeah,upos,INTJ,8
yeah,xpos,UH,8
but,upos,CCONJ,5
but,xpos,CC,5
everything,upos,PRON,4
everything,xpos,NN,4
so,upos,ADV,5
so,xpos,RB,5
cool,upos,ADJ,4
cool,xpos,JJ,4
now,upos,ADV,6
now,xpos,RB,6
gimme,upos,VERB,1
gimme,xpos,VB,1
they,upos,PRON,2
they,xpos,PRP,2
back,upos,ADP,1
back,upos,ADV,1
back,xpos,RP,1
back,xpos,RB,1
shot,upos,NOUN,2
shot,xpos,NNS,2
want,upos,VERB,1
want,xpos,VBP,1
say,upos,VERB,1
say,xpos,VBD,1
shorty,upos,PROPN,1
shorty,xpos,NNP,1
let,upos,VERB,3
let,xpos,VB,2
let,xpos,VBZ,1
play,upos,VERB,1
play,xpos,VB,1
up,upos,ADP,3
up,xpos,RP,3
in,upos,ADP,2
in,xpos,IN,2
that,upos,DET,1
that,xpos,DT,1
matchbox,upos,NOUN,2
matchbox,xpos,NN,2
Shshorty,upos,PROPN,1
Shshorty,xpos,NNP,1
nigga,upos,NOUN,3
nigga,xpos,NN,3
rub,upos,VERB,1
rub,xpos,VB,1
he,upos,PRON,1
he,xpos,PRP$,1
dick,upos,NOUN,1
dick,xpos,NN,1
against,upos,ADP,1
against,xpos,IN,1
shes,upos,PRON,1
shes,xpos,PRP,1
steamin,upos,ADJ,2
steamin,upos,NOUN,1
steamin,xpos,JJ,2
steamin,xpos,NN,1
screamin,upos,VERB,2
screamin,xpos,VBG,1
screamin,xpos,VB,1
creamin,upos,ADJ,1
creamin,upos,VERB,1
creamin,xpos,JJ,1
creamin,xpos,VBZ,1
fiendin,upos,ADJ,2
fiendin,xpos,JJ,2
redeem,upos,VERB,2
redeem,xpos,VBP,2
it,upos,PRON,6
it,xpos,PRP,6
between,upos,ADP,2
between,xpos,IN,2
like,upos,SCONJ,2
like,upos,ADP,1
like,xpos,IN,3
hit,upos,VERB,2
hit,xpos,VB,2
leave,upos,VERB,3
leave,xpos,VBD,2
leave,xpos,VBP,1
uhh,upos,INTJ,4
uhh,xpos,UH,4
hot,upos,ADJ,2
hot,xpos,JJ,2
hell,upos,NOUN,2
hell,xpos,NN,1
hell,xpos,NNS,1
call,upos,VERB,1
call,xpos,VB,1
Hele,upos,PROPN,1
Hele,xpos,NNP,1
fireman,upos,NOUN,1
fireman,xpos,NN,1
rescue,upos,NOUN,1
rescue,xpos,NN,1
911,upos,NOUN,1
911,xpos,NN,1
fuckin,upos,INTJ,1
fuckin,xpos,UH,1
right,upos,ADV,1
right,xpos,RB,1
make,upos,VERB,1
make,xpos,VBP,1
do,upos,VERB,1
do,xpos,VBP,1
whatever,upos,PRON,1
whatever,xpos,WP,1
with,upos,ADP,2
with,xpos,IN,2
angel,upos,NOUN,1
angel,xpos,NN,1
pluck,upos,VERB,1
pluck,xpos,VBP,1
feather,upos,NOUN,1
feather,xpos,NNS,1
firespitter,upos,NOUN,1
firespitter,xpos,NN,1
start,upos,VERB,1
start,xpos,VBP,1
okay,upos,INTJ,1
okay,xpos,UH,1
flame,upos,NOUN,1
flame,xpos,NNS,1
high,upos,ADJ,1
high,xpos,JJ,1
higher,upos,ADJ,1
higher,xpos,JJR,1
invite,upos,VERB,1
invite,xpos,VBP,1
then,upos,ADV,2
then,xpos,RB,2
light,upos,VERB,1
light,xpos,VBP,1
kerosene,upos,NOUN,1
kerosene,xpos,NN,1
haha,upos,INTJ,2
haha,xpos,UH,2
woo,upos,INTJ,1
woo,xpos,UH,1
stingin,upos,NOUN,3
stingin,xpos,NN,3
tttake,upos,VERB,1
tttake,xpos,VB,1
hehe,upos,INTJ,1
hehe,xpos,UH,1
