Word,Method,Pos,Count
shes,upos,PRON,3
shes,xpos,PRP,3
get,upos,VERB,3
get,xpos,VBD,3
you,upos,PRON,38
you,xpos,PRP,35
you,xpos,PRP$,3
wrap,upos,VERB,1
wrap,xpos,VBN,1
up,upos,ADP,3
up,xpos,RP,3
in,upos,ADP,4
in,xpos,IN,4
she,upos,PRON,7
she,xpos,PRP$,2
she,xpos,PRP,5
satin,upos,NOUN,1
satin,xpos,NN,1
and,upos,CCONJ,1
and,xpos,CC,1
lace,upos,NOUN,1
lace,xpos,NN,1
tie,upos,VERB,1
tie,xpos,VBN,1
around,upos,ADP,1
around,xpos,IN,1
little,upos,ADJ,6
little,xpos,JJ,6
finger,upos,NOUN,1
finger,xpos,NN,1
thinkin,upos,VERB,1
thinkin,xpos,VBP,1
can,upos,AUX,21
can,xpos,MD,21
never,upos,ADV,1
never,xpos,RB,1
escape,upos,VERB,1
escape,xpos,VB,1
dont,upos,AUX,1
dont,xpos,MD,1
know,upos,VERB,7
know,xpos,VB,1
know,xpos,VBP,6
heart,upos,NOUN,1
heart,xpos,NNS,1
danger,upos,NOUN,1
danger,xpos,NN,1
there,upos,PRON,1
there,xpos,EX,1
be,upos,VERB,1
be,upos,AUX,17
be,xpos,VBZ,7
be,xpos,VBP,11
a,upos,DET,1
a,xpos,DT,1
devil,upos,NOUN,1
devil,xpos,NN,1
that,upos,DET,1
that,upos,PRON,8
that,xpos,DT,8
that,xpos,WDT,1
angel,upos,NOUN,1
angel,xpos,NN,1
face,upos,NOUN,1
face,xpos,NN,1
if,upos,SCONJ,1
if,xpos,IN,1
could,upos,AUX,1
could,xpos,MD,1
only,upos,ADV,1
only,xpos,RB,1
see,upos,VERB,2
see,xpos,VB,2
the,upos,DET,2
the,xpos,DT,2
love,upos,NOUN,1
love,upos,VERB,20
love,xpos,NN,1
love,xpos,VB,20
waste,upos,VERB,1
waste,xpos,VBG,1
I,upos,PRON,34
I,xpos,PRP,34
better,upos,ADJ,12
better,xpos,JJR,12
than,upos,ADP,7
than,xpos,IN,7
how,upos,ADV,5
how,xpos,WRB,5
to,upos,PART,9
to,upos,ADP,1
to,xpos,TO,9
to,xpos,IN,1
make,upos,VERB,5
make,xpos,VB,5
forget,upos,VERB,5
forget,xpos,VB,5
all,upos,DET,5
all,xpos,DT,5
askin,upos,ADJ,5
askin,xpos,JJ,5
for,upos,ADP,5
for,xpos,IN,5
one,upos,NUM,5
one,xpos,CD,5
chance,upos,NOUN,5
chance,xpos,NN,5
cause,upos,ADP,5
cause,upos,SCONJ,1
cause,xpos,IN,6
baby,upos,NOUN,12
baby,xpos,NN,12
go,upos,VERB,3
go,xpos,VBG,3
break,upos,VERB,1
break,xpos,VB,1
spell,upos,NOUN,1
spell,xpos,NN,1
on,upos,ADP,1
on,xpos,IN,1
wake,upos,VERB,1
wake,xpos,VB,1
find,upos,VERB,1
find,xpos,VB,1
desire,upos,NOUN,1
desire,xpos,NN,1
my,upos,PRON,1
my,xpos,PRP$,1
intention,upos,NOUN,1
intention,xpos,NNS,1
true,upos,ADJ,1
true,xpos,JJ,1
hey,upos,INTJ,2
hey,xpos,UH,2
babe,upos,NOUN,1
babe,xpos,NN,1
time,upos,NOUN,1
time,xpos,NN,1
what,upos,PRON,1
what,xpos,WP,1
mean,upos,VERB,1
mean,xpos,VBP,1
so,upos,ADV,1
so,xpos,RB,1
open,upos,VERB,1
open,xpos,VB,1
eye,upos,NOUN,1
eye,xpos,NNS,1
seein,upos,PRON,1
seein,xpos,PRP,1
believin,upos,PROPN,1
believin,xpos,NNP,1
woah,upos,INTJ,2
woah,xpos,UH,2
yeah,upos,INTJ,5
yeah,xpos,UH,5
oh,upos,INTJ,2
oh,xpos,UH,2
