Word,Method,Pos,Count
this,upos,PRON,2
this,upos,DET,1
this,xpos,DT,3
be,upos,AUX,7
be,xpos,VBZ,2
be,xpos,VBD,4
be,xpos,VBP,1
the,upos,DET,13
the,xpos,DT,13
last,upos,ADJ,9
last,xpos,JJ,9
time,upos,NOUN,6
time,xpos,NN,6
that,upos,SCONJ,3
that,xpos,IN,3
I,upos,PRON,29
I,xpos,PRP,29
will,upos,AUX,2
will,xpos,MD,2
say,upos,VERB,3
say,xpos,VB,2
say,xpos,VBP,1
these,upos,DET,2
these,xpos,DT,2
word,upos,NOUN,1
word,xpos,NNS,1
remember,upos,VERB,1
remember,xpos,VBP,1
first,upos,ADJ,2
first,xpos,JJ,2
of,upos,ADP,8
of,xpos,IN,8
many,upos,ADJ,1
many,xpos,JJ,1
lie,upos,NOUN,2
lie,xpos,NNS,1
lie,xpos,NN,1
sweep,upos,VERB,1
sweep,xpos,VB,1
it,upos,PRON,4
it,xpos,PRP,4
into,upos,ADP,2
into,xpos,IN,2
corner,upos,NOUN,1
corner,xpos,NN,1
or,upos,CCONJ,2
or,xpos,CC,2
hide,upos,VERB,2
hide,xpos,VB,2
under,upos,ADP,2
under,xpos,IN,2
bed,upos,NOUN,1
bed,xpos,NN,1
thing,upos,NOUN,2
thing,xpos,NNS,2
they,upos,PRON,2
they,xpos,PRP,2
go,upos,VERB,1
go,xpos,VBP,1
away,upos,ADV,1
away,xpos,RB,1
but,upos,CCONJ,5
but,xpos,CC,5
never,upos,ADV,2
never,xpos,RB,2
do,upos,VERB,1
do,upos,AUX,3
do,xpos,VBP,4
something,upos,PRON,4
something,xpos,NN,4
not,upos,PART,5
not,xpos,RB,5
sure,upos,ADJ,2
sure,xpos,JJ,2
in,upos,ADP,2
in,xpos,IN,2
middle,upos,NOUN,2
middle,xpos,NN,2
forget,upos,VERB,2
forget,xpos,VBP,2
now,upos,ADV,2
now,xpos,RB,2
have,upos,AUX,2
have,xpos,VBP,2
see,upos,VERB,2
see,xpos,VBN,2
too,upos,ADV,2
too,xpos,RB,2
little,upos,ADJ,2
little,xpos,JJ,2
you,upos,PRON,22
you,xpos,PRP,19
you,xpos,PRP$,3
fall,upos,VERB,9
fall,xpos,VBP,9
on,upos,ADP,9
on,xpos,IN,9
for,upos,ADP,9
for,xpos,IN,9
anything,upos,PRON,9
anything,xpos,NN,9
like,upos,VERB,9
like,xpos,VBP,9
one,upos,NUM,4
one,xpos,CD,4
line,upos,NOUN,3
line,xpos,NN,3
and,upos,CCONJ,8
and,xpos,CC,8
year,upos,NOUN,3
year,xpos,NNS,3
make,upos,VERB,3
make,xpos,VB,3
everything,upos,PRON,3
everything,xpos,NN,3
alright,upos,ADJ,3
alright,xpos,JJ,3
no,upos,INTJ,3
no,xpos,UH,3
mind,upos,VERB,3
mind,xpos,VB,3
show,upos,VERB,1
show,xpos,VB,1
my,upos,PRON,1
my,xpos,PRP$,1
face,upos,NOUN,1
face,xpos,NN,1
tender,upos,ADJ,1
tender,xpos,JJ,1
then,upos,ADV,1
then,xpos,RB,1
out,upos,ADP,1
out,xpos,IN,1
place,upos,NOUN,1
place,xpos,NN,1
tread,upos,VERB,1
tread,xpos,VB,1
carpet,upos,NOUN,1
carpet,xpos,NN,1
stair,upos,NOUN,1
stair,xpos,NNS,1
some,upos,DET,1
some,xpos,DT,1
die,upos,VERB,1
die,xpos,VBP,1
well,upos,INTJ,1
well,xpos,UH,1
try,upos,VERB,2
try,xpos,VBD,2
