Word,Method,Pos,Count
a,upos,DET,2
a,xpos,DT,2
donde,upos,NOUN,1
donde,upos,X,4
donde,xpos,NN,1
donde,xpos,FW,4
the,upos,NOUN,1
the,upos,ADP,1
the,upos,X,2
the,xpos,NN,1
the,xpos,IN,1
the,xpos,FW,2
haya,upos,NOUN,1
haya,xpos,NN,1
hermosisimo,upos,NOUN,1
hermosisimo,xpos,NN,1
lucero,upos,NOUN,1
lucero,xpos,NN,1
quien,upos,NOUN,1
quien,xpos,NN,1
estas,upos,X,2
estas,xpos,FW,2
iluminándole,upos,X,1
iluminándole,xpos,FW,1
la,upos,X,5
la,xpos,FW,5
vida,upos,NOUN,1
vida,upos,X,1
vida,xpos,NN,1
vida,xpos,FW,1
mientras,upos,X,1
mientras,xpos,FW,1
que,upos,ADP,3
que,upos,X,7
que,xpos,IN,3
que,xpos,FW,7
yo,upos,PRON,1
yo,xpos,PRP$,1
aquí,upos,X,1
aquí,xpos,FW,1
sin,upos,NOUN,2
sin,xpos,NN,2
it,upos,NOUN,1
it,xpos,NN,1
soy,upos,NOUN,1
soy,xpos,NN,1
mula,upos,NOUN,1
mula,xpos,NN,1
arriero,upos,NOUN,1
arriero,xpos,NN,1
Muerta,upos,PROPN,1
Muerta,xpos,NNP,1
de,upos,X,5
de,xpos,FW,5
sed,upos,X,3
sed,xpos,FW,3
por,upos,X,1
por,xpos,FW,1
los,upos,PROPN,2
los,xpos,NNP,2
caminos,upos,PROPN,1
caminos,xpos,NNP,1
Quisiera,upos,PROPN,1
Quisiera,xpos,NNP,1
ser,upos,X,1
ser,xpos,FW,1
aquella,upos,NOUN,1
aquella,xpos,NN,1
nube,upos,NOUN,1
nube,xpos,NN,1
pasajera,upos,NOUN,1
pasajera,xpos,NN,1
para,upos,X,2
para,xpos,AFX,1
para,xpos,FW,1
buscarte,upos,NOUN,1
buscarte,xpos,NN,1
en,upos,X,5
en,xpos,FW,5
lugare,upos,NOUN,1
lugare,xpos,NNS,1
I,upos,PRON,3
I,xpos,PRP,3
ofend,upos,NOUN,1
ofend,xpos,NNS,1
quisiera,upos,X,1
quisiera,xpos,GW,1
estar,upos,X,1
estar,xpos,FW,1
ahorita,upos,X,1
ahorita,xpos,FW,1
mismo,upos,X,1
mismo,xpos,FW,1
arrancarte,upos,X,1
arrancarte,xpos,FW,1
brazos,upos,PROPN,1
brazos,xpos,NNP,1
duerme,upos,NOUN,1
duerme,xpos,NNS,1
tu,upos,X,9
tu,xpos,FW,9
eres,upos,X,8
eres,xpos,FW,8
el,upos,X,8
el,upos,PROPN,1
el,xpos,FW,8
el,xpos,NNP,1
sol,upos,X,2
sol,xpos,FW,2
con,upos,X,4
con,upos,PROPN,1
con,xpos,FW,4
con,xpos,NNP,1
se,upos,X,4
se,xpos,FW,4
alumbra,upos,X,2
alumbra,xpos,FW,2
mi,upos,X,5
mi,xpos,FW,5
existir,upos,X,2
existir,xpos,FW,2
agua,upos,X,2
agua,xpos,FW,2
apaga,upos,X,2
apaga,xpos,FW,2
aire,upos,X,2
aire,xpos,FW,2
respiro,upos,X,2
respiro,xpos,FW,2
pa,upos,X,2
pa,upos,PROPN,1
pa,xpos,FW,2
pa,xpos,NNP,1
vivir,upos,NOUN,2
vivir,xpos,NN,2
tierra,upos,X,2
tierra,xpos,FW,2
al,upos,X,2
al,xpos,FW,2
fin,upos,X,2
fin,xpos,FW,2
descansare,upos,X,2
descansare,xpos,FW,2
si,upos,VERB,1
si,xpos,VB,1
emborracho,upos,NOUN,1
emborracho,xpos,NN,1
olvidarte,upos,NOUN,1
olvidarte,xpos,NN,1
ni,upos,ADP,1
ni,xpos,IN,1
olvido,upos,NOUN,1
olvido,xpos,NN,1
es,upos,X,1
es,xpos,FW,1
fondo,upos,X,2
fondo,xpos,FW,2
copa,upos,X,2
copa,xpos,FW,2
estoy,upos,X,1
estoy,xpos,FW,1
viendo,upos,X,1
viendo,xpos,ADD,1
y,upos,X,1
y,xpos,FW,1
burlas,upos,X,1
burlas,xpos,FW,1
esa,upos,PROPN,1
esa,xpos,NNP,1
risa,upos,NOUN,1
risa,xpos,NN,1
mata,upos,NOUN,1
mata,xpos,NN,1
pensamiento,upos,PROPN,1
pensamiento,xpos,NNP,1
