Word,Method,Pos,Count
if,upos,SCONJ,2
if,xpos,IN,2
you,upos,PRON,23
you,xpos,PRP,18
you,xpos,PRP$,5
sexy,upos,VERB,4
sexy,xpos,VBP,4
and,upos,CCONJ,8
and,xpos,CC,8
know,upos,VERB,4
know,xpos,VBP,4
it,upos,PRON,14
it,xpos,PRP,14
show,upos,VERB,2
show,xpos,VBP,2
lemme,upos,INTJ,1
lemme,xpos,UH,1
see,upos,VERB,1
see,xpos,VB,1
get,upos,VERB,7
get,xpos,VB,1
get,xpos,VBP,4
get,xpos,VBD,2
hand,upos,NOUN,2
hand,xpos,NNS,2
in,upos,ADP,1
in,xpos,IN,1
the,upos,DET,11
the,xpos,DT,11
air,upos,NOUN,1
air,xpos,NN,1
wave,upos,VERB,1
wave,xpos,VB,1
like,upos,SCONJ,1
like,xpos,IN,1
just,upos,ADV,2
just,xpos,RB,2
do,upos,AUX,5
do,xpos,VBP,2
do,xpos,VB,3
not,upos,PART,5
not,xpos,RB,5
care,upos,VERB,1
care,xpos,VB,1
we,upos,PRON,10
we,xpos,PRP,7
we,xpos,PRP$,3
need,upos,VERB,1
need,xpos,VB,1
no,upos,DET,1
no,upos,INTJ,1
no,xpos,DT,1
no,xpos,UH,1
clothes,upos,NOUN,1
clothes,xpos,NNS,1
for,upos,ADP,6
for,xpos,IN,6
this,upos,PRON,17
this,upos,DET,9
this,xpos,DT,26
they,upos,PRON,1
they,xpos,PRP,1
be,upos,AUX,11
be,xpos,VB,1
be,xpos,VBP,1
be,xpos,VBZ,9
on,upos,ADP,10
on,upos,ADV,5
on,xpos,IN,10
on,xpos,RB,5
floor,upos,NOUN,2
floor,xpos,NN,2
all,upos,DET,9
all,xpos,DT,8
all,xpos,PDT,1
up,upos,ADP,3
up,xpos,IN,2
up,xpos,RP,1
pole,upos,NOUN,1
pole,xpos,NN,1
drop,upos,VERB,1
drop,xpos,VBG,1
down,upos,ADP,1
down,upos,ADV,1
down,xpos,RP,1
down,xpos,RB,1
low,upos,ADV,1
low,xpos,RB,1
side,upos,NOUN,1
side,xpos,NN,1
with,upos,ADP,7
with,xpos,IN,7
between,upos,ADP,1
between,xpos,IN,1
she,upos,PRON,2
she,xpos,PRP$,1
she,xpos,PRP,1
thigh,upos,NOUN,1
