Word,Method,Pos,Count
problem,upos,NOUN,1
problem,xpos,NNS,1
when,upos,ADV,3
when,xpos,WRB,3
I,upos,PRON,18
I,xpos,PRP,18
want,upos,VERB,1
want,xpos,VBP,1
to,upos,PART,2
to,xpos,TO,2
see,upos,VERB,3
see,xpos,VB,2
see,xpos,VBD,1
you,upos,PRON,5
you,xpos,PRP,5
everyone,upos,PRON,3
everyone,xpos,NN,3
know,upos,VERB,2
know,xpos,VBD,1
know,xpos,VBP,1
uncle,upos,NOUN,1
uncle,xpos,NN,1
lie,upos,VERB,1
lie,xpos,VBD,1
and,upos,CCONJ,7
and,xpos,CC,7
could,upos,AUX,1
could,xpos,MD,1
die,upos,VERB,1
die,xpos,VB,1
say,upos,VERB,1
say,xpos,VBD,1
something,upos,PRON,1
something,xpos,NN,1
new,upos,ADJ,1
new,xpos,JJ,1
would,upos,AUX,2
would,xpos,MD,2
like,upos,VERB,2
like,upos,ADP,2
like,xpos,VB,2
like,xpos,IN,2
the,upos,DET,1
the,xpos,DT,1
thing,upos,NOUN,2
thing,xpos,NNS,2
bring,upos,VERB,1
bring,xpos,VBP,1
too,upos,ADV,1
too,xpos,RB,1
should,upos,AUX,1
should,xpos,MD,1
tell,upos,VERB,1
tell,xpos,VB,1
more,upos,ADJ,1
more,xpos,JJR,1
id,upos,NOUN,1
id,xpos,NN,1
where,upos,ADV,2
where,xpos,WRB,2
Oooooooooooh,upos,PROPN,2
Oooooooooooh,xpos,NNP,2
go,upos,VERB,1
go,xpos,VBD,1
down,upos,ADP,1
down,xpos,IN,1
my,upos,PRON,3
my,xpos,PRP$,3
war,upos,NOUN,1
war,xpos,NN,1
shoot,upos,VERB,1
shoot,xpos,VBZ,1
take,upos,VERB,2
take,xpos,VBP,2
party,upos,NOUN,1
party,xpos,NNS,1
policy,upos,NOUN,1
policy,xpos,NN,1
be,upos,AUX,2
be,xpos,VBP,1
be,xpos,VBD,1
some,upos,DET,1
some,xpos,DT,1
damage,upos,VERB,1
damage,xpos,VBN,1
every,upos,DET,1
every,xpos,DT,1
thought,upos,NOUN,1
thought,xpos,NNS,1
talk,upos,VERB,1
talk,xpos,VBP,1
do,upos,VERB,2
do,xpos,VBP,1
do,xpos,VBD,1
dead,upos,ADJ,1
dead,xpos,JJ,1
love,upos,VERB,1
love,xpos,VBZ,1
