Word,Method,Pos,Count
you,upos,PRON,3
you,xpos,PRP,2
you,xpos,PRP$,1
wire,upos,VERB,1
wire,xpos,VBD,1
I,upos,PRON,22
I,xpos,PRP,22
awake,upos,ADJ,1
awake,xpos,JJ,1
and,upos,CCONJ,12
and,xpos,CC,12
hit,upos,VERB,2
hit,xpos,VB,1
hit,xpos,VBZ,1
with,upos,ADP,1
with,xpos,IN,1
a,upos,DET,4
a,xpos,DT,4
hand,upos,NOUN,1
hand,xpos,NN,1
of,upos,ADP,2
of,xpos,IN,2
broken,upos,ADJ,1
broken,xpos,JJ,1
nail,upos,NOUN,1
nail,xpos,NNS,1
tie,upos,VERB,1
tie,xpos,VBD,1
my,upos,PRON,19
my,xpos,PRP$,19
lead,upos,NOUN,1
lead,xpos,NN,1
pull,upos,VERB,1
pull,xpos,VBD,1
chain,upos,NOUN,2
chain,xpos,NN,1
chain,xpos,NNS,1
to,upos,PART,24
to,upos,ADP,1
to,xpos,TO,24
to,xpos,IN,1
watch,upos,VERB,1
watch,xpos,VB,1
blood,upos,NOUN,1
blood,xpos,NN,1
begin,upos,VERB,1
begin,xpos,VB,1
boil,upos,VERB,1
boil,xpos,VB,1
but,upos,CCONJ,2
but,xpos,CC,2
be,upos,AUX,24
be,xpos,VBP,21
be,xpos,VBZ,2
be,xpos,VB,1
go,upos,VERB,20
go,xpos,VBG,20
break,upos,VERB,19
break,xpos,VB,19
rusty,upos,ADJ,8
rusty,xpos,JJ,8
cage,upos,NOUN,7
cage,xpos,NN,7
run,upos,VERB,7
run,xpos,VB,7
yeah,upos,INTJ,2
yeah,xpos,UH,2
too,upos,ADV,2
too,xpos,RB,2
cold,upos,ADJ,1
cold,xpos,JJ,1
start,upos,VERB,1
start,xpos,VB,1
fire,upos,NOUN,1
fire,xpos,NN,1
burn,upos,VERB,3
burn,xpos,VBG,2
burn,xpos,VBZ,1
diesel,upos,NOUN,1
diesel,xpos,NN,1
dinosaur,upos,NOUN,1
dinosaur,xpos,NN,1
bone,upos,NOUN,2
bone,xpos,NNS,2
Ill,upos,ADV,1
Ill,xpos,RB,1
take,upos,VERB,1
take,xpos,VB,1
the,upos,DET,4
the,xpos,DT,4
river,upos,NOUN,1
river,xpos,NN,1
down,upos,ADV,1
down,xpos,RB,1
Stillwater,upos,PROPN,1
Stillwater,xpos,NNP,1
ride,upos,VERB,1
ride,xpos,VB,1
pack,upos,NOUN,1
pack,xpos,NN,1
dog,upos,NOUN,2
dog,xpos,NNS,2
like,upos,ADP,2
like,xpos,IN,2
Phillips,upos,PROPN,1
Phillips,xpos,NNP,1
head,upos,NOUN,1
head,xpos,NN,1
into,upos,ADP,1
into,xpos,IN,1
brain,upos,NOUN,1
brain,xpos,NN,1
it,upos,PRON,2
it,xpos,PRP,2
dark,upos,ADJ,1
dark,xpos,JJ,1
sleep,upos,VERB,1
sleep,xpos,VB,1
again,upos,ADV,1
again,xpos,RB,1
cut,upos,VERB,1
cut,xpos,VBG,1
tooth,upos,NOUN,1
tooth,xpos,NNS,1
on,upos,ADP,2
on,xpos,IN,2
bar,upos,NOUN,1
bar,xpos,NNS,1
when,upos,ADV,2
when,xpos,WRB,2
forest,upos,NOUN,1
forest,xpos,NN,1
along,upos,ADP,1
along,xpos,IN,1
road,upos,NOUN,1
road,xpos,NN,1
god,upos,NOUN,1
god,xpos,NNS,1
eye,upos,NOUN,1
eye,xpos,NNS,1
in,upos,ADP,1
in,xpos,IN,1
headlight,upos,NOUN,1
headlight,xpos,NNS,1
look,upos,VERB,1
look,xpos,VBG,1
for,upos,ADP,1
for,xpos,IN,1
they,upos,PRON,1
they,xpos,PRP$,1
rain,upos,VERB,1
rain,xpos,VBG,1
icepick,upos,NOUN,1
icepick,xpos,NNS,1
steel,upos,NOUN,1
steel,xpos,NN,1
shore,upos,NOUN,1
shore,xpos,NN,1
well,upos,INTJ,2
well,xpos,UH,2
