Word,Method,Pos,Count
would,upos,AUX,9
would,xpos,MD,9
you,upos,PRON,25
you,xpos,PRP,23
you,xpos,PRP$,2
love,upos,VERB,6
love,upos,NOUN,3
love,xpos,VB,6
love,xpos,NN,3
I,upos,PRON,24
I,xpos,PRP,24
when,upos,ADV,4
when,xpos,WRB,4
night,upos,NOUN,1
night,xpos,NNS,1
be,upos,AUX,12
be,xpos,VBP,5
be,xpos,VBZ,5
be,xpos,VB,2
cold,upos,ADJ,1
cold,xpos,JJ,1
grow,upos,VERB,1
grow,xpos,VBP,1
old,upos,ADJ,1
old,xpos,JJ,1
care,upos,VERB,1
care,xpos,VB,1
living,upos,NOUN,1
living,xpos,NNS,1
not,upos,ADV,1
not,upos,PART,8
not,xpos,RB,9
easy,upos,ADJ,1
easy,xpos,JJ,1
take,upos,VERB,2
take,xpos,VB,2
by,upos,ADP,1
by,xpos,IN,1
surprise,upos,NOUN,1
surprise,xpos,NN,1
and,upos,CCONJ,9
and,xpos,CC,9
say,upos,VERB,2
say,xpos,VB,1
say,xpos,VBP,1
there,upos,ADV,1
there,xpos,RB,1
give,upos,VERB,1
give,xpos,VB,1
one,upos,NUM,1
one,xpos,CD,1
more,upos,ADJ,1
more,xpos,JJR,1
chance,upos,NOUN,1
chance,xpos,NN,1
try,upos,VERB,1
try,xpos,VB,1
understand,upos,VERB,1
understand,xpos,VB,1
share,upos,VERB,2
share,xpos,VB,2
a,upos,DET,2
a,xpos,DT,2
life,upos,NOUN,2
life,xpos,NN,2
that,upos,PRON,2
that,upos,SCONJ,1
that,xpos,WDT,2
that,xpos,IN,1
music,upos,NOUN,2
music,xpos,NN,2
show,upos,VERB,1
show,xpos,VB,1
in,upos,ADP,5
in,xpos,IN,5
eye,upos,NOUN,1
eye,xpos,NNS,1
will,upos,AUX,2
will,xpos,MD,2
stay,upos,VERB,1
stay,xpos,VB,1
with,upos,ADP,1
with,xpos,IN,1
tonight,upos,NOUN,1
tonight,xpos,NN,1
can,upos,AUX,8
can,xpos,MD,8
live,upos,VERB,7
live,xpos,VB,7
without,upos,ADP,7
without,xpos,IN,7
all,upos,DET,3
all,xpos,PDT,3
my,upos,PRON,6
my,xpos,PRP$,6
dream,upos,NOUN,3
dream,xpos,NNS,3
around,upos,ADP,3
around,upos,ADV,1
around,xpos,IN,3
around,xpos,RB,1
lose,upos,VERB,2
lose,xpos,VBN,2
it,upos,PRON,4
it,xpos,PRP,4
true,upos,ADJ,2
true,xpos,JJ,2
oh,upos,INTJ,2
oh,xpos,UH,2
no,upos,INTJ,2
no,xpos,UH,2
doubt,upos,NOUN,1
doubt,xpos,NN,1
just,upos,ADV,2
just,xpos,RB,2
to,upos,PART,1
to,xpos,TO,1
arm,upos,NOUN,1
arm,xpos,NNS,1
sing,upos,VERB,1
sing,xpos,VB,1
melody,upos,NOUN,1
melody,xpos,NN,1
really,upos,ADV,1
really,xpos,RB,1
want,upos,VERB,1
want,xpos,VBP,1
passion,upos,NOUN,1
passion,xpos,NN,1
hide,upos,VERB,1
hide,xpos,VB,1
time,upos,NOUN,1
time,xpos,NN,1
again,upos,ADV,2
again,xpos,RB,2
hurt,upos,VERB,1
hurt,xpos,VBZ,1
reason,upos,NOUN,1
reason,xpos,NN,1
for,upos,SCONJ,1
for,xpos,IN,1
start,upos,VERB,1
start,xpos,VBG,1
baby,upos,ADJ,1
baby,upos,NOUN,4
baby,xpos,JJ,1
baby,xpos,NN,4
