Word,Method,Pos,Count
Llorando,upos,PROPN,2
Llorando,xpos,NNP,2
De,upos,PROPN,3
De,xpos,NNP,3
cara,upos,PROPN,3
cara,xpos,NNP,3
a,upos,DET,3
a,xpos,DT,3
la,upos,PROPN,6
la,xpos,NNP,6
pare,upos,VERB,3
pare,xpos,VBN,3
Se,upos,PROPN,3
Se,xpos,NNP,3
para,upos,ADP,1
para,xpos,IN,1
ciudad,upos,PROPN,3
ciudad,xpos,NNP,3
y,upos,INTJ,1
y,xpos,UH,1
no,upos,DET,1
no,xpos,DT,1
hay,upos,NOUN,1
hay,xpos,NN,1
mp,upos,NOUN,1
mp,xpos,NN,1
Muero,upos,PROPN,1
Muero,xpos,NNP,1
quiz,upos,NOUN,1
quiz,xpos,NNS,1
ha,upos,INTJ,1
ha,xpos,UH,1
Dónde,upos,PROPN,1
Dónde,xpos,NNP,1
estp,upos,NOUN,1
estp,xpos,NN,1
Soñando,upos,PROPN,2
Soñando,xpos,NNP,2
quema,upos,PROPN,1
quema,xpos,NNP,1
Sin,upos,NOUN,1
Sin,xpos,NN,1
respirar,upos,NOUN,1
respirar,xpos,NN,1
te,upos,NOUN,2
te,xpos,NN,2
quiero,upos,NOUN,2
quiero,xpos,NN,2
amor,upos,NOUN,2
amor,xpos,NN,2
Rezando,upos,PROPN,2
Rezando,xpos,NNP,2
hunde,upos,PROPN,1
hunde,xpos,NNP,1
Santa,upos,PROPN,3
Santa,xpos,NNP,3
María,upos,PROPN,3
María,xpos,NNP,3
Muriendo,upos,PROPN,1
Muriendo,xpos,NNP,1
