Word,Method,Pos,Count
verse,upos,NOUN,2
verse,xpos,NN,2
1,upos,NUM,1
1,xpos,CD,1
this,upos,PRON,1
this,upos,DET,5
this,xpos,DT,6
be,upos,AUX,4
be,xpos,VBZ,3
be,xpos,VBP,1
a,upos,DET,2
a,xpos,DT,2
forecast,upos,NOUN,1
forecast,xpos,NN,1
of,upos,ADP,1
of,xpos,IN,1
storm,upos,NOUN,8
storm,xpos,NN,8
for,upos,ADP,3
for,xpos,IN,3
some,upos,DET,1
some,xpos,DT,1
it,upos,PRON,7
it,xpos,PRP,7
seem,upos,VERB,2
seem,xpos,VBZ,2
that,upos,SCONJ,1
that,upos,DET,1
that,xpos,IN,1
that,xpos,DT,1
will,upos,AUX,5
will,xpos,MD,5
not,upos,PART,2
not,xpos,RB,2
pass,upos,VERB,6
pass,xpos,VB,1
pass,xpos,VBN,5
you,upos,PRON,5
you,xpos,PRP,1
you,xpos,PRP$,4
so,upos,ADV,5
so,xpos,RB,5
dark,upos,ADJ,1
dark,xpos,JJ,1
day,upos,NOUN,1
day,xpos,NN,1
never,upos,ADV,1
never,xpos,RB,1
ever,upos,ADV,1
ever,xpos,RB,1
come,upos,VERB,1
come,xpos,VB,1
into,upos,ADP,2
into,xpos,IN,2
life,upos,NOUN,1
life,xpos,NN,1
sunny,upos,ADJ,1
sunny,xpos,JJ,1
and,upos,CCONJ,3
and,xpos,CC,3
bright,upos,ADJ,2
bright,xpos,JJ,2
Chorus,upos,PROPN,2
Chorus,xpos,NNP,2
when,upos,ADV,1
when,xpos,WRB,1
the,upos,DET,14
the,xpos,DT,14
rain,upos,NOUN,2
rain,xpos,NN,2
fall,upos,VERB,3
fall,xpos,VBZ,1
fall,xpos,VB,2
down,upos,ADP,1
down,xpos,RP,1
on,upos,ADP,1
on,xpos,IN,1
I,upos,PRON,8
I,xpos,PRP,8
Lord,upos,PROPN,1
Lord,upos,NOUN,1
Lord,xpos,NNP,1
Lord,xpos,NN,1
take,upos,VERB,2
take,xpos,VB,2
high,upos,ADV,1
high,xpos,RB,1
up,upos,ADP,1
up,xpos,RP,1
can,upos,AUX,1
can,xpos,MD,1
see,upos,VERB,3
see,xpos,VB,3
rainbow,upos,NOUN,10
rainbow,xpos,NN,10
though,upos,SCONJ,1
though,xpos,IN,1
cause,upos,VERB,1
cause,xpos,VBP,1
many,upos,ADJ,1
many,xpos,JJ,1
complication,upos,NOUN,1
complication,xpos,NNS,1
i,upos,PRON,1
i,xpos,PRP,1
still,upos,ADV,1
still,xpos,RB,1
look,upos,VERB,1
look,xpos,VBG,1
decoration,upos,NOUN,1
decoration,xpos,NN,1
call,upos,VERB,1
call,xpos,VBD,1
want,upos,VERB,2
want,xpos,VBP,2
to,upos,PART,2
to,upos,ADP,1
to,xpos,TO,2
to,xpos,IN,1
tell,upos,VERB,3
tell,xpos,VBZ,3
have,upos,AUX,5
have,xpos,VBZ,5
2,upos,NUM,1
2,xpos,CD,1
my,upos,PRON,1
my,xpos,PRP$,1
god,upos,NOUN,1
god,xpos,NN,1
he,upos,PRON,2
he,xpos,PRP$,2
word,upos,NOUN,1
word,xpos,NN,1
just,upos,ADV,2
just,xpos,RB,2
fail,upos,VERB,1
fail,xpos,VB,1
glory,upos,NOUN,1
glory,xpos,NN,1
prevail,upos,VERB,1
prevail,xpos,VB,1
like,upos,ADP,1
like,xpos,IN,1
in,upos,ADP,1
in,xpos,IN,1
sky,upos,NOUN,1
sky,xpos,NN,1
powerful,upos,ADJ,1
powerful,xpos,JJ,1
Vamp,upos,PROPN,1
Vamp,xpos,NNP,1
Hell,upos,INTJ,1
Hell,xpos,UH,1
winter,upos,NOUN,1
winter,xpos,NN,1
turn,upos,VERB,1
turn,xpos,VB,1
spring,upos,NOUN,1
spring,xpos,NN,1
summer,upos,NOUN,1
summer,xpos,NN,1
place,upos,NOUN,1
place,xpos,NN,1
