Word,Method,Pos,Count
if,upos,SCONJ,5
if,xpos,IN,5
you,upos,PRON,28
you,xpos,PRP,22
you,xpos,PRP$,6
disrespect,upos,VERB,1
disrespect,xpos,VBP,1
everybody,upos,PRON,1
everybody,xpos,NN,1
that,upos,SCONJ,2
that,xpos,IN,2
run,upos,VERB,1
run,xpos,VBP,1
into,upos,ADP,1
into,xpos,IN,1
how,upos,ADV,1
how,xpos,WRB,1
in,upos,ADP,2
in,xpos,IN,2
the,upos,DET,12
the,xpos,DT,12
world,upos,NOUN,4
world,xpos,NN,4
do,upos,AUX,5
do,upos,VERB,1
do,xpos,VBP,5
do,xpos,VB,1
think,upos,VERB,2
think,xpos,VB,2
anybody,upos,NOUN,1
anybody,xpos,NNS,1
suppose,upos,VERB,1
suppose,xpos,VBN,1
to,upos,PART,7
to,upos,ADP,1
to,xpos,TO,7
to,xpos,IN,1
respect,upos,VERB,18
respect,xpos,VB,18
not,upos,PART,5
not,xpos,RB,5
give,upos,VERB,3
give,xpos,VB,3
a,upos,DET,5
a,xpos,DT,5
heck,upos,NOUN,1
heck,xpos,NN,1
about,upos,ADP,1
about,xpos,IN,1
man,upos,NOUN,2
man,xpos,NN,2
with,upos,ADP,1
with,xpos,IN,1
Bible,upos,PROPN,1
Bible,xpos,NNP,1
he,upos,PRON,2
he,xpos,PRP$,2
hand,upos,NOUN,2
hand,xpos,NN,2
just,upos,ADV,1
just,xpos,RB,1
get,upos,VERB,1
get,xpos,VB,1
out,upos,ADP,2
out,xpos,RP,1
out,xpos,IN,1
way,upos,NOUN,2
way,xpos,NN,2
and,upos,CCONJ,2
and,upos,PROPN,1
and,xpos,CC,2
and,xpos,NNP,1
let,upos,VERB,1
let,xpos,VB,1
gentleman,upos,NOUN,1
gentleman,xpos,NN,1
thing,upos,NOUN,1
thing,xpos,NN,1
youre,upos,AUX,1
youre,xpos,VBP,1
kind,upos,NOUN,1
kind,xpos,NN,1
of,upos,ADP,1
of,xpos,IN,1
want,upos,VERB,1
want,xpos,VB,1
everything,upos,PRON,1
everything,xpos,NN,1
take,upos,VERB,1
take,xpos,VB,1
sheet,upos,NOUN,1
sheet,xpos,NN,1
off,upos,ADP,1
off,xpos,IN,1
face,upos,NOUN,1
face,xpos,NN,1
boy,upos,NOUN,1
boy,xpos,NN,1
it,upos,PRON,1
it,xpos,PRP,1
be,upos,AUX,4
be,upos,VERB,1
be,xpos,VBZ,2
be,xpos,VBP,3
brand,upos,NOUN,1
brand,xpos,NN,1
new,upos,ADJ,1
new,xpos,JJ,1
day,upos,NOUN,2
day,xpos,NN,2
yourself,upos,PRON,16
yourself,xpos,PRP,16
aint,upos,VERB,2
aint,xpos,VB,2
nobody,upos,PRON,3
nobody,xpos,NN,3
go,upos,VERB,2
go,xpos,VBG,2
good,upos,ADJ,2
good,xpos,JJ,2
cahoot,upos,NOUN,2
cahoot,xpos,NN,2
walk,upos,VERB,1
walk,xpos,VBG,1
round,upos,ADV,1
round,xpos,RB,1
thinkin,upos,INTJ,1
thinkin,xpos,UH,1
owe,upos,VERB,1
owe,xpos,VBZ,1
something,upos,PRON,1
something,xpos,NN,1
cause,upos,VERB,1
cause,xpos,VB,1
goin,upos,VERB,1
goin,xpos,VBP,1
backwards,upos,ADV,1
backwards,xpos,RB,1
like,upos,ADP,1
like,xpos,IN,1
when,upos,ADV,2
when,xpos,WRB,2
first,upos,ADV,1
first,xpos,RB,1
come,upos,VERB,1
come,xpos,VBP,1
here,upos,ADV,1
here,xpos,RB,1
keep,upos,VERB,1
keep,xpos,VBP,1
on,upos,SCONJ,1
on,upos,ADP,1
on,xpos,IN,2
talk,upos,VERB,1
talk,xpos,VBG,1
bout,upos,ADP,1
bout,xpos,IN,1
President,upos,PROPN,1
President,xpos,NNP,1
will,upos,AUX,1
will,xpos,MD,1
stop,upos,VERB,1
stop,xpos,VB,1
at,upos,ADP,1
at,xpos,IN,1
pollution,upos,NOUN,1
pollution,xpos,NN,1
no,upos,INTJ,2
no,xpos,UH,2
put,upos,VERB,1
put,xpos,VB,1
mouth,upos,NOUN,1
mouth,xpos,NN,1
cough,upos,VERB,1
cough,xpos,VBP,1
thatll,upos,INTJ,1
thatll,xpos,UH,1
help,upos,VERB,1
help,xpos,VB,1
solution,upos,NOUN,1
solution,xpos,NN,1
oh,upos,INTJ,2
oh,xpos,UH,2
cuss,upos,VERB,1
cuss,xpos,VBP,1
around,upos,ADP,1
around,xpos,IN,1
wome,upos,ADP,1
wome,xpos,IN,1
for,upos,SCONJ,1
for,xpos,IN,1
even,upos,ADV,1
even,xpos,RB,1
know,upos,VERB,1
know,xpos,VB,1
they,upos,PRON,1
they,xpos,PRP$,1
name,upos,NOUN,2
name,xpos,NNS,1
name,xpos,NN,1
dumb,upos,ADJ,1
dumb,xpos,JJ,1
enough,upos,ADJ,1
enough,xpos,JJ,1
Thatll,upos,PROPN,1
Thatll,xpos,NNP,1
make,upos,VERB,1
make,xpos,VBP,1
big,upos,ADJ,1
big,xpos,JJ,1
old,upos,ADJ,1
old,xpos,JJ,1
ah,upos,INTJ,1
ah,xpos,UH,1
yeah,upos,INTJ,5
yeah,xpos,UH,5
ought,upos,AUX,3
ought,xpos,MD,3
what,upos,PRON,1
what,xpos,WP,1
happen,upos,VERB,1
happen,xpos,VBG,1
respects,upos,VERB,1
respects,xpos,VBZ,1
themselves,upos,PRON,1
themselves,xpos,PRP,1
