Word,Method,Pos,Count
what,upos,PRON,10
what,xpos,WP,10
I,upos,PRON,30
I,xpos,PRP,30
feel,upos,VERB,2
feel,xpos,VBP,2
can,upos,AUX,3
can,xpos,MD,3
not,upos,PART,5
not,xpos,RB,5
say,upos,VERB,2
say,xpos,VB,2
but,upos,CCONJ,5
but,xpos,CC,5
my,upos,PRON,20
my,xpos,PRP$,20
love,upos,NOUN,10
love,upos,VERB,3
love,xpos,NN,10
love,xpos,VB,3
be,upos,AUX,19
be,xpos,VBZ,12
be,xpos,VBP,7
there,upos,ADV,2
there,xpos,RB,2
for,upos,ADP,2
for,xpos,IN,2
you,upos,PRON,20
you,xpos,PRP,13
you,xpos,PRP$,7
anytime,upos,ADV,2
anytime,xpos,RB,2
of,upos,ADP,2
of,xpos,IN,2
day,upos,NOUN,2
day,xpos,NN,2
if,upos,SCONJ,4
if,xpos,IN,4
it,upos,PRON,3
it,xpos,PRP,3
that,upos,SCONJ,3
that,xpos,IN,3
need,upos,VERB,3
need,xpos,VBP,3
then,upos,ADV,3
then,xpos,RB,3
will,upos,AUX,3
will,xpos,MD,3
try,upos,VERB,3
try,xpos,VB,3
best,upos,ADJ,3
best,xpos,JJS,3
to,upos,PART,3
to,upos,ADP,1
to,xpos,TO,3
to,xpos,IN,1
make,upos,VERB,3
make,xpos,VB,3
everything,upos,PRON,3
everything,xpos,NN,3
succeed,upos,VERB,3
succeed,xpos,VBP,3
tell,upos,VERB,13
tell,xpos,VB,13
life,upos,NOUN,7
life,xpos,NN,7
without,upos,ADP,14
without,xpos,IN,14
who,upos,PRON,7
who,xpos,WP,7
by,upos,ADP,7
by,xpos,IN,7
side,upos,NOUN,7
side,xpos,NN,7
know,upos,VERB,1
know,xpos,VBP,1
do,upos,VERB,1
do,xpos,VB,1
give,upos,VERB,1
give,xpos,VBP,1
now,upos,ADV,1
now,xpos,RB,1
everyone,upos,PRON,1
everyone,xpos,NN,1
like,upos,ADP,1
like,xpos,IN,1
oh,upos,INTJ,2
oh,xpos,UH,2
