Word,Method,Pos,Count
I,upos,PRON,17
I,xpos,PRP,17
see,upos,VERB,5
see,xpos,VBP,5
tree,upos,NOUN,1
tree,xpos,NNS,1
of,upos,ADP,4
of,xpos,IN,4
green,upos,ADJ,1
green,xpos,JJ,1
red,upos,ADJ,1
red,xpos,JJ,1
rose,upos,NOUN,1
rose,xpos,NNS,1
too,upos,ADV,1
too,xpos,RB,1
they,upos,PRON,9
they,xpos,PRP,9
bloom,upos,VERB,1
bloom,xpos,VB,1
for,upos,ADP,1
for,xpos,IN,1
and,upos,CCONJ,7
and,xpos,CC,7
you,upos,PRON,5
you,xpos,PRP,5
think,upos,VERB,6
think,xpos,VBP,6
to,upos,ADP,6
to,xpos,IN,6
myself,upos,PRON,6
myself,xpos,PRP,6
what,upos,DET,6
what,xpos,WDT,6
a,upos,DET,6
a,xpos,DT,6
wonderful,upos,ADJ,6
wonderful,xpos,JJ,6
world,upos,NOUN,6
world,xpos,NN,6
sky,upos,NOUN,2
sky,xpos,NN,2
blue,upos,ADJ,1
blue,xpos,JJ,1
cloud,upos,NOUN,1
cloud,xpos,NNS,1
white,upos,ADJ,1
white,xpos,JJ,1
the,upos,DET,6
the,xpos,DT,6
bright,upos,ADJ,1
bright,xpos,JJ,1
bless,upos,VERB,1
bless,xpos,VBN,1
day,upos,NOUN,1
day,xpos,NN,1
dark,upos,ADJ,1
dark,xpos,JJ,1
sacred,upos,ADJ,1
sacred,xpos,JJ,1
night,upos,NOUN,1
night,xpos,NN,1
colour,upos,NOUN,1
colour,xpos,NNS,1
rainbow,upos,NOUN,1
rainbow,xpos,NN,1
so,upos,ADV,1
so,xpos,RB,1
pretty,upos,ADV,1
pretty,xpos,RB,1
in,upos,ADP,1
in,xpos,IN,1
also,upos,ADV,1
also,xpos,RB,1
face,upos,NOUN,1
face,xpos,NNS,1
by,upos,ADP,1
by,upos,ADV,1
by,xpos,IN,1
by,xpos,RB,1
people,upos,NOUN,1
people,xpos,NNS,1
pass,upos,VERB,1
pass,xpos,VBG,1
friend,upos,NOUN,2
friend,xpos,NNS,2
shake,upos,VERB,2
shake,xpos,VBG,2
hand,upos,NOUN,2
hand,xpos,NNS,2
say,upos,VERB,4
say,xpos,VBG,4
how,upos,ADV,2
how,xpos,WRB,2
do,upos,AUX,2
do,upos,VERB,2
do,xpos,VBP,2
do,xpos,VB,2
theyre,upos,PRON,2
theyre,xpos,PRP,2
really,upos,ADV,2
really,xpos,RB,2
love,upos,VERB,2
love,xpos,VBP,2
hear,upos,VERB,2
hear,xpos,VBP,2
baby,upos,NOUN,2
baby,xpos,NNS,2
cry,upos,VERB,2
cry,xpos,VBP,2
watch,upos,VERB,2
watch,xpos,VBP,2
grow,upos,VERB,2
grow,xpos,VBP,1
grow,xpos,VB,1
learn,upos,VERB,2
learn,xpos,VBP,2
much,upos,ADV,2
much,xpos,RB,2
more,upos,ADJ,2
more,xpos,JJR,2
will,upos,AUX,2
will,xpos,MD,2
never,upos,ADV,2
never,xpos,RB,2
know,upos,VERB,2
know,xpos,VB,2
yes,upos,INTJ,2
yes,xpos,UH,2
