Word,Method,Pos,Count
pain,upos,NOUN,35
pain,xpos,NN,35
without,upos,ADP,8
without,xpos,IN,8
love,upos,NOUN,8
love,xpos,NN,8
I,upos,PRON,30
I,xpos,PRP,30
can,upos,AUX,9
can,xpos,MD,9
not,upos,PART,10
not,xpos,RB,10
get,upos,VERB,9
get,xpos,VB,8
get,xpos,VBN,1
enough,upos,ADJ,8
enough,xpos,JJ,8
like,upos,VERB,8
like,xpos,VBP,8
it,upos,PRON,8
it,xpos,PRP,8
rough,upos,ADJ,8
rough,xpos,JJ,8
cause,upos,NOUN,8
cause,xpos,NN,8
id,upos,NOUN,8
id,xpos,NN,8
rather,upos,ADV,8
rather,xpos,RB,8
feel,upos,VERB,12
feel,xpos,VB,11
feel,xpos,VBG,1
than,upos,ADP,10
than,xpos,IN,10
nothing,upos,PRON,9
nothing,xpos,NN,9
at,upos,ADV,8
at,xpos,RB,8
all,upos,ADV,8
all,xpos,RB,8
you,upos,PRON,19
you,xpos,PRP,19
be,upos,AUX,7
be,xpos,VBP,6
be,xpos,VBZ,1
sick,upos,ADJ,1
sick,xpos,JJ,1
of,upos,SCONJ,1
of,xpos,IN,1
numb,upos,ADJ,1
numb,xpos,JJ,1
the,upos,DET,4
the,xpos,DT,4
only,upos,ADJ,1
only,xpos,JJ,1
one,upos,NOUN,1
one,xpos,NN,1
Ill,upos,ADV,1
Ill,xpos,RB,1
take,upos,VERB,2
take,xpos,VB,2
by,upos,ADP,1
by,xpos,IN,1
hand,upos,NOUN,2
hand,xpos,NN,2
and,upos,CCONJ,3
and,xpos,CC,3
will,upos,AUX,4
will,xpos,MD,4
show,upos,VERB,1
show,xpos,VB,1
a,upos,DET,2
a,xpos,DT,2
world,upos,NOUN,1
world,xpos,NN,1
that,upos,PRON,1
that,upos,SCONJ,3
that,xpos,WDT,1
that,xpos,IN,3
understand,upos,VERB,3
understand,xpos,VB,3
this,upos,DET,1
this,xpos,DT,1
life,upos,NOUN,1
life,xpos,NN,1
fill,upos,VERB,1
fill,xpos,VBN,1
with,upos,ADP,1
with,xpos,IN,1
hurt,upos,NOUN,1
hurt,xpos,NN,1
when,upos,ADV,3
when,xpos,WRB,3
happiness,upos,NOUN,1
happiness,xpos,NN,1
do,upos,AUX,1
do,xpos,VBZ,1
work,upos,VERB,1
work,xpos,VB,1
trust,upos,VERB,2
trust,xpos,VB,2
my,upos,PRON,1
my,xpos,PRP$,1
light,upos,NOUN,2
light,xpos,NNS,2
go,upos,VERB,2
go,xpos,VBP,2
out,upos,ADP,1
out,xpos,RP,1
anger,upos,NOUN,1
anger,xpos,NN,1
agony,upos,NOUN,1
agony,xpos,NN,1
better,upos,ADJ,1
better,xpos,JJR,1
misery,upos,NOUN,1
misery,xpos,NN,1
have,upos,AUX,1
have,xpos,VBP,1
plan,upos,NOUN,1
plan,xpos,NN,1
up,upos,ADP,1
up,xpos,RP,1
Rather,upos,ADV,3
Rather,xpos,RB,3
know,upos,VERB,16
know,xpos,VBP,16
wounded,upos,VERB,1
wounded,xpos,VBN,1
here,upos,ADV,2
here,xpos,RB,2
to,upos,PART,1
to,xpos,TO,1
save,upos,VERB,1
save,xpos,VB,1
always,upos,ADV,1
always,xpos,RB,1
for,upos,ADP,1
for,xpos,IN,1
thank,upos,VERB,1
thank,xpos,VB,1
later,upos,ADV,1
later,xpos,RB,1
