Word,Method,Pos,Count
so,upos,ADV,3
so,xpos,RB,3
cold,upos,ADJ,1
cold,xpos,JJ,1
that,upos,SCONJ,2
that,xpos,IN,2
you,upos,PRON,5
you,xpos,PRP,5
can,upos,AUX,2
can,xpos,MD,2
not,upos,PART,5
not,xpos,RB,5
cope,upos,VERB,1
cope,xpos,VB,1
with,upos,ADP,1
with,xpos,IN,1
a,upos,DET,1
a,xpos,DT,1
frozen,upos,ADJ,1
frozen,xpos,JJ,1
heart,upos,NOUN,1
heart,xpos,NN,1
I,upos,PRON,13
I,xpos,PRP,13
guess,upos,VERB,2
guess,xpos,VBP,1
guess,xpos,VBD,1
we,upos,PRON,2
we,xpos,PRP,2
blow,upos,VERB,1
blow,xpos,VBP,1
apart,upos,ADV,1
apart,xpos,RB,1
it,upos,PRON,9
it,xpos,PRP,9
from,upos,ADP,1
from,xpos,IN,1
the,upos,DET,1
the,xpos,DT,1
start,upos,NOUN,1
start,xpos,NN,1
stay,upos,VERB,12
stay,xpos,VB,12
in,upos,ADP,12
in,xpos,IN,12
shadow,upos,NOUN,9
shadow,xpos,NN,9
Ill,upos,ADJ,3
Ill,xpos,JJ,3
run,upos,VERB,6
run,xpos,VB,3
run,xpos,VBG,3
this,upos,DET,3
this,upos,PRON,3
this,xpos,DT,6
world,upos,NOUN,3
world,xpos,NN,3
out,upos,ADV,3
out,upos,ADP,3
out,xpos,RB,3
out,xpos,IN,3
be,upos,AUX,10
be,xpos,VBZ,7
be,xpos,VBN,1
be,xpos,VB,1
be,xpos,VBD,1
of,upos,ADP,5
of,xpos,IN,5
time,upos,NOUN,3
time,xpos,NN,3
want,upos,VERB,5
want,xpos,VBP,5
to,upos,PART,6
to,xpos,TO,6
watch,upos,VERB,7
watch,xpos,VB,5
watch,xpos,VBP,2
drow,upos,VERB,5
drow,xpos,VB,5
now,upos,ADV,4
now,xpos,RB,4
do,upos,AUX,3
do,xpos,VB,2
do,xpos,VBP,1
say,upos,VERB,2
say,xpos,VB,2
because,upos,SCONJ,1
because,xpos,IN,1
what,upos,PRON,2
what,xpos,WP,2
should,upos,AUX,1
should,xpos,MD,1
have,upos,AUX,2
have,xpos,VB,1
have,xpos,VBP,1
show,upos,VERB,1
show,xpos,VB,1
resent,upos,VERB,1
resent,xpos,VBP,1
know,upos,VERB,2
know,xpos,VB,1
know,xpos,VBP,1
cause,upos,SCONJ,1
cause,xpos,IN,1
forget,upos,VERB,1
forget,xpos,VBP,1
cruel,upos,ADJ,1
cruel,xpos,JJ,1
blind,upos,ADJ,1
blind,xpos,JJ,1
Darkness,upos,PROPN,1
Darkness,xpos,NNP,1
on,upos,ADP,1
on,xpos,IN,1
my,upos,PRON,3
my,xpos,PRP$,3
side,upos,NOUN,1
side,xpos,NN,1
come,upos,VERB,1
come,xpos,VBN,1
and,upos,CCONJ,1
and,xpos,CC,1
go,upos,VERB,3
go,xpos,VBN,1
go,xpos,VBP,2
where,upos,ADV,1
where,xpos,WRB,1
belong,upos,VERB,1
belong,xpos,VBP,1
light,upos,NOUN,4
light,xpos,NN,4
leave,upos,VERB,4
leave,xpos,VBG,4
as,upos,SCONJ,2
as,xpos,IN,2
inside,upos,ADP,2
inside,xpos,IN,2
soul,upos,NOUN,2
soul,xpos,NN,2
