Word,Method,Pos,Count
Yyyeaaaaaaah,upos,PROPN,4
Yyyeaaaaaaah,xpos,NNP,4
party,upos,NOUN,64
party,upos,VERB,2
party,xpos,NN,64
party,xpos,VBP,2
like,upos,ADP,69
like,upos,VERB,1
like,xpos,IN,69
like,xpos,VB,1
a,upos,DET,72
a,xpos,DT,72
rock,upos,NOUN,58
rock,xpos,NN,58
star,upos,NOUN,33
star,xpos,NN,32
star,xpos,NNS,1
rockstar,upos,NOUN,9
rockstar,xpos,NN,9
I,upos,PRON,21
I,xpos,PRP,21
be,upos,AUX,11
be,xpos,VBP,8
be,xpos,VB,2
be,xpos,VBD,1
on,upos,ADP,3
on,xpos,IN,3
money,upos,NOUN,1
money,xpos,NN,1
makin,upos,NOUN,1
makin,xpos,NN,1
mission,upos,NOUN,1
mission,xpos,NN,1
but,upos,CCONJ,2
but,xpos,CC,2
flyin,upos,VERB,1
flyin,xpos,VB,1
down,upos,ADP,1
down,upos,ADV,1
down,xpos,RP,1
down,xpos,RB,1
20,upos,NUM,1
20,xpos,CD,1
lookin,upos,NOUN,1
lookin,xpos,NN,1
good,upos,ADJ,1
good,xpos,JJ,1
in,upos,ADP,3
in,xpos,IN,3
my,upos,PRON,9
my,xpos,PRP$,9
hot,upos,ADJ,1
hot,upos,VERB,1
hot,xpos,JJ,1
hot,xpos,VBP,1
car,upos,NOUN,2
car,xpos,NN,2
you,upos,PRON,5
you,xpos,PRP,5
know,upos,VERB,7
know,xpos,VBP,5
know,xpos,VB,1
know,xpos,VBD,1
dem,upos,ADP,1
dem,xpos,IN,1
hoe,upos,NOUN,3
hoe,xpos,NNS,3
at,upos,ADP,1
at,xpos,IN,1
show,upos,NOUN,2
show,xpos,NN,2
grabbin,upos,NOUN,1
grabbin,xpos,NN,1
where,upos,ADV,1
where,xpos,WRB,1
chain,upos,NOUN,2
chain,xpos,NN,2
go,upos,VERB,3
go,xpos,VBP,1
go,xpos,VB,2
try,upos,VERB,1
try,xpos,VB,1
to,upos,PART,4
to,xpos,TO,4
grab,upos,VERB,1
grab,xpos,VB,1
and,upos,CCONJ,5
and,xpos,CC,5
hold,upos,VERB,1
hold,xpos,VB,1
pants,upos,NOUN,1
pants,xpos,NNS,1
these,upos,DET,1
these,xpos,DT,1
will,upos,AUX,1
will,xpos,MD,1
not,upos,PART,2
not,xpos,RB,2
let,upos,VERB,1
let,xpos,VB,1
thang,upos,NOUN,1
thang,xpos,NN,1
do,upos,AUX,4
do,upos,VERB,1
do,xpos,VBP,4
do,xpos,VB,1
cause,upos,VERB,1
cause,xpos,VB,1
da,upos,NOUN,1
da,xpos,NN,1
tryin,upos,ADJ,1
tryin,xpos,JJ,1
that,upos,PUNCT,1
that,upos,PRON,1
that,upos,SCONJ,1
that,xpos,.,1
that,xpos,DT,1
that,xpos,IN,1
Ho,upos,PROPN,1
Ho,xpos,NNP,1
fuck,upos,VERB,1
fuck,xpos,VBP,1
wit,upos,NOUN,4
wit,upos,VERB,3
wit,xpos,NN,4
wit,xpos,VB,2
wit,xpos,VBG,1
fine,upos,ADJ,2
fine,xpos,JJ,2
dime,upos,NOUN,1
dime,xpos,NNS,1
look,upos,VERB,1
look,xpos,VB,1
Pamela,upos,PROPN,1
Pamela,xpos,NNP,1
they,upos,PRON,7
they,xpos,PRP,7
brah,upos,NOUN,1
brah,upos,INTJ,1
brah,xpos,NN,1
brah,xpos,UH,1
when,upos,ADV,1
when,xpos,WRB,1
the,upos,DET,12
the,xpos,DT,12
spot,upos,NOUN,1
spot,xpos,NN,1
ROCKSTAAAAAR,upos,PROPN,1
ROCKSTAAAAAR,xpos,NNP,1
IIIII,upos,PROPN,1
IIIII,xpos,NNP,1
it,upos,PRON,2
it,xpos,PRP,2
black,upos,ADJ,1
black,xpos,JJ,1
white,upos,ADJ,1
white,xpos,JJ,1
cop,upos,NOUN,1
cop,xpos,NN,1
whoop,upos,NOUN,2
whoop,xpos,NN,2
band,upos,NOUN,1
band,xpos,NN,1
man,upos,NOUN,1
man,xpos,NN,1
yacht,upos,NOUN,1
yacht,xpos,NN,1
Marilyn,upos,PROPN,1
Marilyn,xpos,NNP,1
Manson,upos,PROPN,1
Manson,xpos,NNP,1
gettin,upos,VERB,1
gettin,xpos,VBD,1
tan,upos,NOUN,1
tan,xpos,NN,1
maaaan,upos,NOUN,1
maaaan,xpos,NN,1
skull,upos,NOUN,1
skull,xpos,NN,1
belt,upos,NOUN,1
belt,xpos,NN,1
wallet,upos,NOUN,1
wallet,xpos,NN,1
shop,upos,VERB,1
shop,upos,PROPN,1
shop,xpos,VB,1
shop,xpos,NNP,1
Boyz,upos,PROPN,2
Boyz,xpos,NNP,2
yeah,upos,INTJ,2
yeah,xpos,UH,2
we,upos,PRON,2
we,xpos,PRP,2
bout,upos,VERB,1
bout,xpos,VBP,1
change,upos,VERB,1
change,xpos,VB,1
game,upos,NOUN,1
game,xpos,NN,1
make,upos,VERB,2
make,xpos,VBP,2
rain,upos,NOUN,1
rain,xpos,NN,1
from,upos,ADP,1
from,xpos,IN,1
center,upos,NOUN,1
center,xpos,NN,1
of,upos,ADP,1
of,xpos,IN,1
guitar,upos,NOUN,1
guitar,xpos,NN,1
as,upos,ADV,1
as,upos,SCONJ,1
as,xpos,RB,1
as,xpos,IN,1
soon,upos,ADV,1
soon,xpos,RB,1
come,upos,VERB,1
come,xpos,VBD,1
out,upos,ADP,1
out,xpos,RP,1
womb,upos,NOUN,1
womb,xpos,NN,1
momma,upos,NOUN,1
momma,xpos,NN,1
bear,upos,VERB,1
bear,xpos,VBN,1
now,upos,ADV,1
now,xpos,RB,1
golf,upos,NOUN,1
golf,xpos,NN,1
course,upos,NOUN,1
course,xpos,NN,1
trippin,upos,NOUN,1
trippin,xpos,NN,1
osbourne,upos,NOUN,1
osbourne,xpos,NNS,1
see,upos,VERB,3
see,xpos,VBD,1
see,xpos,VB,1
see,xpos,VBP,1
Travis,upos,PROPN,1
Travis,xpos,NNP,1
Barker,upos,PROPN,1
Barker,xpos,NNP,1
mentality,upos,NOUN,1
mentality,xpos,NN,1
jumpin,upos,VERB,1
jumpin,xpos,VBG,1
crowd,upos,NOUN,1
crowd,xpos,NN,1
just,upos,ADV,2
just,xpos,RB,2
if,upos,SCONJ,1
if,xpos,IN,1
would,upos,AUX,1
would,xpos,MD,1
carry,upos,VERB,1
carry,xpos,VB,1
bitch,upos,NOUN,1
bitch,xpos,NNS,1
want,upos,VERB,1
want,xpos,VBP,1
marry,upos,VERB,1
marry,xpos,VB,1
might,upos,AUX,1
might,xpos,MD,1
panic,upos,VERB,1
panic,xpos,VB,1
ice,upos,NOUN,1
ice,xpos,NN,1
quick,upos,ADV,1
quick,xpos,RB,1
Titanic,upos,PROPN,1
Titanic,xpos,NNP,1
Da,upos,PROPN,1
Da,xpos,NNP,1
what,upos,PRON,1
what,xpos,WP,1
surfin,upos,PROPN,1
surfin,xpos,NNP,1
screamin,upos,PROPN,1
screamin,xpos,NNP,1
Cowabonga,upos,PROPN,1
Cowabonga,xpos,NNP,1
totally,upos,ADV,1
totally,xpos,RB,1
DUUUDE,upos,PROPN,1
DUUUDE,xpos,NNP,1
ttttotally,upos,ADV,1
ttttotally,xpos,RB,1
duuuude,upos,PUNCT,1
duuuude,xpos,.,1
