Word,Method,Pos,Count
give,upos,VERB,17
give,xpos,VB,17
I,upos,PRON,21
I,xpos,PRP,21
you,upos,PRON,25
you,xpos,PRP$,15
you,xpos,PRP,10
love,upos,NOUN,16
love,xpos,NN,16
want,upos,VERB,1
want,xpos,VBP,1
so,upos,ADV,2
so,xpos,RB,2
baby,upos,NOUN,1
baby,xpos,NN,1
cant,upos,AUX,1
cant,xpos,MD,1
even,upos,ADV,1
even,xpos,RB,1
get,upos,VERB,1
get,xpos,VB,1
mad,upos,ADJ,1
mad,xpos,JJ,1
at,upos,ADP,1
at,xpos,IN,1
what,upos,DET,1
what,upos,PRON,1
what,xpos,WDT,1
what,xpos,WP,1
a,upos,DET,2
a,xpos,DT,2
thing,upos,NOUN,1
thing,xpos,NN,1
really,upos,ADV,2
really,xpos,RB,2
swing,upos,VERB,1
swing,xpos,VBP,1
and,upos,CCONJ,2
and,xpos,CC,2
feel,upos,VERB,1
feel,xpos,VBP,1
good,upos,ADJ,1
good,xpos,JJ,1
it,upos,PRON,1
it,xpos,PRP,1
be,upos,AUX,3
be,xpos,VBZ,1
be,xpos,VBP,1
be,xpos,VB,1
true,upos,ADJ,1
true,xpos,JJ,1
such,upos,DET,1
such,xpos,PDT,1
gun,upos,NOUN,1
gun,xpos,NN,1
make,upos,VERB,1
make,xpos,VB,1
my,upos,PRON,1
my,xpos,PRP$,1
lung,upos,NOUN,1
lung,xpos,NNS,1
sigh,upos,INTJ,1
sigh,xpos,UH,1
Breathin,upos,PROPN,1
Breathin,xpos,NNP,1
in,upos,ADP,2
in,xpos,IN,2
the,upos,DET,2
the,xpos,DT,2
air,upos,NOUN,1
air,xpos,NN,1
through,upos,ADP,1
through,xpos,IN,1
lovin,upos,VERB,1
lovin,xpos,VB,1
know,upos,VERB,1
know,xpos,VBP,1
child,upos,NOUN,1
child,xpos,NN,1
just,upos,ADV,2
just,xpos,RB,2
how,upos,ADV,1
how,xpos,WRB,1
much,upos,ADJ,1
much,xpos,JJ,1
care,upos,VERB,1
care,xpos,VBP,1
prepare,upos,VERB,1
prepare,xpos,VBG,1
for,upos,ADP,1
for,xpos,IN,1
tomorrow,upos,NOUN,1
tomorrow,xpos,NN,1
do,upos,AUX,2
do,upos,VERB,1
do,xpos,VBP,1
do,xpos,VB,2
have,upos,VERB,1
have,xpos,VBP,1
to,upos,PART,2
to,upos,ADP,1
to,xpos,TO,2
to,xpos,IN,1
Ill,upos,ADJ,1
Ill,xpos,JJ,1
share,upos,VERB,1
share,xpos,VB,1
weight,upos,NOUN,1
weight,xpos,NN,1
whatever,upos,DET,1
whatever,xpos,WDT,1
fate,upos,NOUN,1
fate,xpos,NN,1
plan,upos,NOUN,1
plan,xpos,NNS,1
bring,upos,VERB,1
bring,xpos,VB,1
not,upos,PART,1
not,xpos,RB,1
worry,upos,VERB,1
worry,xpos,VB,1
bout,upos,VERB,1
bout,xpos,VB,1
no,upos,DET,2
no,xpos,DT,2
attitude,upos,NOUN,1
attitude,xpos,NN,1
yourself,upos,PRON,1
yourself,xpos,PRP,1
could,upos,AUX,1
could,xpos,MD,1
live,upos,VERB,1
live,xpos,VB,1
with,upos,ADP,1
with,xpos,IN,1
solitude,upos,NOUN,1
solitude,xpos,NN,1
need,upos,VERB,1
need,xpos,VBP,1
one,upos,NOUN,1
one,xpos,NN,1
else,upos,ADJ,1
else,xpos,JJ,1
