Word,Method,Pos,Count
good,upos,ADJ,2
good,xpos,JJ,2
morning,upos,NOUN,3
morning,xpos,NN,3
mister,upos,NOUN,2
mister,xpos,NN,2
sunshine,upos,NOUN,2
sunshine,xpos,NN,2
you,upos,PRON,5
you,xpos,PRP,3
you,xpos,PRP$,2
brighten,upos,VERB,2
brighten,xpos,VBP,2
up,upos,ADP,2
up,xpos,RP,2
my,upos,PRON,11
my,xpos,PRP$,11
day,upos,NOUN,12
day,xpos,NN,2
day,xpos,NNS,10
come,upos,VERB,2
come,xpos,VB,2
sit,upos,VERB,2
sit,xpos,VB,2
beside,upos,ADP,2
beside,xpos,IN,2
I,upos,PRON,12
I,xpos,PRP,12
in,upos,ADP,2
in,xpos,IN,2
way,upos,NOUN,2
way,xpos,NN,2
see,upos,VERB,1
see,xpos,VBP,1
every,upos,DET,1
every,xpos,DT,1
outside,upos,ADP,1
outside,xpos,IN,1
the,upos,DET,2
the,xpos,DT,2
restaurant,upos,NOUN,1
restaurant,xpos,NNS,1
music,upos,NOUN,1
music,xpos,NN,1
play,upos,VERB,1
play,xpos,VBZ,1
so,upos,ADV,1
so,xpos,RB,1
nonchalant,upos,ADJ,1
nonchalant,xpos,JJ,1
Lonely,upos,ADJ,8
Lonely,xpos,JJ,8
lonely,upos,ADJ,12
lonely,xpos,JJ,12
night,upos,NOUN,10
night,xpos,NNS,10
where,upos,ADV,9
where,xpos,WRB,9
would,upos,AUX,9
would,xpos,MD,9
be,upos,AUX,9
be,xpos,VB,9
without,upos,ADP,9
without,xpos,IN,9
woman,upos,NOUN,9
woman,xpos,NN,9
yeah,upos,INTJ,2
yeah,xpos,UH,2
