Word,Method,Pos,Count
and,upos,CCONJ,4
and,xpos,CC,4
so,upos,ADV,4
so,xpos,RB,4
it,upos,PRON,7
it,xpos,PRP,7
be,upos,AUX,4
be,upos,VERB,2
be,xpos,VBZ,4
be,xpos,VB,2
just,upos,ADV,2
just,xpos,RB,2
like,upos,SCONJ,2
like,xpos,IN,2
you,upos,PRON,20
you,xpos,PRP,20
say,upos,VERB,4
say,xpos,VBD,2
say,xpos,VB,2
would,upos,AUX,1
would,xpos,MD,1
life,upos,NOUN,1
life,xpos,NN,1
go,upos,VERB,1
go,xpos,VBZ,1
easy,upos,ADJ,1
easy,xpos,JJ,1
on,upos,ADP,1
on,xpos,IN,1
I,upos,PRON,24
I,xpos,PRP,24
most,upos,ADJ,2
most,xpos,JJS,2
of,upos,ADP,19
of,xpos,IN,19
the,upos,DET,7
the,xpos,DT,7
time,upos,NOUN,2
time,xpos,NN,2
shorter,upos,ADJ,1
shorter,xpos,JJR,1
story,upos,NOUN,1
story,xpos,NN,1
no,upos,DET,3
no,xpos,DT,3
love,upos,NOUN,1
love,xpos,NN,1
glory,upos,NOUN,1
glory,xpos,NN,1
hero,upos,NOUN,1
hero,xpos,NN,1
in,upos,ADP,2
in,xpos,IN,2
she,upos,PRON,1
she,xpos,PRP$,1
sky,upos,NOUN,1
sky,xpos,NNS,1
can,upos,AUX,18
can,xpos,MD,18
not,upos,PART,18
not,xpos,RB,18
take,upos,VERB,18
take,xpos,VB,18
my,upos,PRON,20
my,xpos,PRP$,20
eye,upos,NOUN,12
eye,xpos,NNS,12
off,upos,ADP,17
off,xpos,IN,17
should,upos,AUX,1
should,xpos,MD,1
well,upos,INTJ,1
well,xpos,UH,1
both,upos,DET,1
both,xpos,DT,1
forget,upos,VERB,1
forget,xpos,VBP,1
breeze,upos,NOUN,1
breeze,xpos,NN,1
colder,upos,ADJ,1
colder,xpos,JJR,1
water,upos,NOUN,1
water,xpos,NN,1
blower,upos,NOUN,1
blower,xpos,NNS,1
daughter,upos,NOUN,1
daughter,xpos,NN,1
pupil,upos,NOUN,1
pupil,xpos,NN,1
denial,upos,NOUN,1
denial,xpos,NN,1
oh,upos,INTJ,1
oh,xpos,UH,1
do,upos,AUX,2
do,xpos,VBD,2
that,upos,SCONJ,2
that,xpos,IN,2
loathe,upos,VERB,1
loathe,xpos,VBP,1
want,upos,VERB,1
want,xpos,VBP,1
to,upos,PART,1
to,xpos,TO,1
leave,upos,VERB,1
leave,xpos,VB,1
all,upos,DET,1
all,xpos,DT,1
behind,upos,ADV,1
behind,xpos,RB,1
mind,upos,NOUN,8
mind,xpos,NN,8
till,upos,SCONJ,1
till,xpos,IN,1
find,upos,VERB,1
find,xpos,VBP,1
somebody,upos,PRON,1
somebody,xpos,NN,1
new,upos,ADJ,1
new,xpos,JJ,1
