Word,Method,Pos,Count
like,upos,ADP,6
like,xpos,IN,6
a,upos,DET,8
a,xpos,DT,8
comet,upos,NOUN,1
comet,xpos,NN,1
blaze,upos,VERB,1
blaze,xpos,VBG,1
across,upos,ADP,1
across,xpos,IN,1
the,upos,DET,5
the,xpos,DT,5
evening,upos,NOUN,1
evening,xpos,NN,1
sky,upos,NOUN,1
sky,xpos,NN,1
go,upos,VERB,9
go,xpos,VBN,9
too,upos,ADV,7
too,xpos,RB,7
soon,upos,ADV,7
soon,xpos,RB,7
rainbow,upos,NOUN,1
rainbow,xpos,NN,1
fade,upos,VERB,1
fade,xpos,VBG,1
in,upos,ADP,1
in,xpos,IN,1
twinkling,upos,NOUN,1
twinkling,xpos,NN,1
of,upos,ADP,3
of,xpos,IN,3
eye,upos,NOUN,1
eye,xpos,NN,1
shiny,upos,ADJ,1
shiny,xpos,JJ,1
and,upos,CCONJ,2
and,xpos,CC,2
sparkly,upos,ADJ,1
sparkly,xpos,JJ,1
splendidly,upos,ADV,1
splendidly,xpos,RB,1
bright,upos,ADJ,1
bright,xpos,JJ,1
here,upos,ADV,2
here,xpos,RB,2
one,upos,NUM,4
one,xpos,CD,4
day,upos,NOUN,2
day,xpos,NN,2
night,upos,NOUN,2
night,xpos,NN,2
loss,upos,NOUN,1
loss,xpos,NN,1
sunlight,upos,NOUN,1
sunlight,xpos,NN,1
on,upos,ADP,1
on,xpos,IN,1
cloudy,upos,ADJ,1
cloudy,xpos,JJ,1
afternoon,upos,NOUN,1
afternoon,xpos,NN,1
castle,upos,NOUN,1
castle,xpos,NN,1
build,upos,VERB,1
build,xpos,VBN,1
upon,upos,ADP,1
upon,xpos,IN,1
sandy,upos,ADJ,1
sandy,xpos,JJ,1
beach,upos,NOUN,1
beach,xpos,NN,1
perfect,upos,ADJ,1
perfect,xpos,JJ,1
flower,upos,NOUN,1
flower,xpos,NN,1
that,upos,PRON,1
that,xpos,DT,1
be,upos,AUX,1
be,xpos,VBZ,1
just,upos,ADV,1
just,xpos,RB,1
beyond,upos,ADP,1
beyond,xpos,IN,1
you,upos,PRON,1
you,xpos,PRP$,1
reach,upos,NOUN,1
reach,xpos,NN,1
bear,upos,VERB,1
bear,xpos,VBN,1
to,upos,PART,2
to,upos,ADP,1
to,xpos,TO,2
to,xpos,IN,1
amuse,upos,VERB,1
amuse,xpos,VB,1
inspire,upos,VERB,1
inspire,xpos,VB,1
delight,upos,NOUN,1
delight,xpos,NN,1
sunset,upos,NOUN,1
sunset,xpos,NN,1
die,upos,VERB,1
die,xpos,VBG,1
with,upos,ADP,1
with,xpos,IN,1
rise,upos,NOUN,1
rise,xpos,NN,1
moon,upos,NOUN,1
moon,xpos,NN,1
