Word,Method,Pos,Count
what,upos,PRON,4
what,xpos,WP,4
be,upos,AUX,34
be,xpos,VBZ,9
be,xpos,VB,10
be,xpos,VBN,8
be,xpos,VBP,5
be,xpos,VBD,2
leave,upos,VERB,1
leave,xpos,VBN,1
for,upos,SCONJ,1
for,xpos,IN,1
we,upos,PRON,3
we,xpos,PRP,3
to,upos,PART,17
to,upos,ADP,3
to,xpos,TO,17
to,xpos,IN,3
say,upos,VERB,4
say,xpos,VB,1
say,xpos,VBD,2
say,xpos,VBP,1
between,upos,ADP,1
between,xpos,IN,1
hello,upos,INTJ,1
hello,xpos,UH,1
and,upos,CCONJ,9
and,xpos,CC,9
goodbye,upos,NOUN,1
goodbye,xpos,NN,1
any,upos,DET,1
any,xpos,DT,1
day,upos,NOUN,6
day,xpos,NN,3
day,xpos,NNS,3
now,upos,ADV,1
now,xpos,RB,1
you,upos,PRON,30
you,xpos,PRP,22
you,xpos,PRP$,8
will,upos,AUX,1
will,xpos,MD,1
close,upos,VERB,1
close,xpos,VB,1
the,upos,DET,16
the,xpos,DT,16
door,upos,NOUN,1
door,xpos,NN,1
walk,upos,VERB,1
walk,xpos,VB,1
away,upos,ADV,2
away,xpos,RB,2
Ill,upos,ADV,1
Ill,xpos,RB,1
pick,upos,VERB,1
pick,xpos,VBG,1
through,upos,ADP,1
through,upos,ADV,1
through,xpos,IN,1
through,xpos,RB,1
piece,upos,NOUN,1
piece,xpos,NNS,1
wonder,upos,VERB,2
wonder,xpos,VBG,1
wonder,xpos,VBP,1
how,upos,ADV,1
how,xpos,WRB,1
it,upos,PRON,13
it,xpos,PRP,13
come,upos,VERB,2
come,xpos,VBD,2
this,upos,PRON,1
this,xpos,DT,1
if,upos,SCONJ,4
if,xpos,IN,4
thing,upos,NOUN,4
thing,xpos,NNS,4
do,upos,AUX,1
do,upos,VERB,2
do,xpos,VBP,1
do,xpos,VBG,2
not,upos,PART,6
not,xpos,RB,6
go,upos,VERB,10
go,xpos,VB,6
go,xpos,VBZ,1
go,xpos,VBP,3
way,upos,NOUN,3
way,xpos,NN,3
want,upos,VERB,1
want,xpos,VBP,1
well,upos,INTJ,1
well,xpos,UH,1
that,upos,PRON,9
that,xpos,DT,7
that,xpos,WDT,2
these,upos,DET,2
these,xpos,DT,2
photograph,upos,NOUN,2
photograph,xpos,NNS,2
remind,upos,VERB,2
remind,xpos,VBP,2
I,upos,PRON,12
I,xpos,PRP,12
of,upos,ADP,2
of,xpos,IN,2
all,upos,DET,2
all,upos,ADV,3
all,xpos,PDT,2
all,xpos,RB,3
promise,upos,NOUN,2
promise,xpos,NNS,2
make,upos,VERB,2
make,xpos,VBD,2
on,upos,ADP,2
on,xpos,IN,2
first,upos,ADV,2
first,xpos,RB,2
meet,upos,VERB,2
meet,xpos,VBD,2
but,upos,CCONJ,4
but,xpos,CC,4
aint,upos,ADP,2
aint,upos,VERB,4
aint,xpos,IN,2
aint,xpos,VB,4
just,upos,ADV,5
just,xpos,RB,5
like,upos,ADP,6
like,xpos,IN,6
baby,upos,NOUN,2
baby,xpos,NN,2
use,upos,VERB,8
use,xpos,VBD,8
sun,upos,NOUN,8
sun,xpos,NN,8
in,upos,ADP,8
in,upos,ADV,1
in,xpos,IN,8
in,xpos,RB,1
my,upos,PRON,8
my,xpos,PRP$,8
sky,upos,NOUN,8
sky,xpos,NN,8
over,upos,ADV,4
over,xpos,RB,4
by,upos,ADV,3
by,xpos,RB,3
easy,upos,ADJ,4
easy,xpos,JJ,4
slowly,upos,ADV,4
slowly,xpos,RB,4
watch,upos,VERB,4
watch,xpos,VB,4
know,upos,VERB,3
know,xpos,VBP,1
know,xpos,VBG,1
know,xpos,VB,1
doin,upos,VERB,1
doin,xpos,VBG,1
before,upos,SCONJ,1
before,xpos,IN,1
have,upos,AUX,1
have,upos,VERB,2
have,xpos,VBP,3
act,upos,VERB,1
act,xpos,VBG,1
strangely,upos,ADV,1
strangely,xpos,RB,1
lately,upos,ADV,1
lately,xpos,RB,1
so,upos,ADV,1
so,xpos,RB,1
far,upos,ADV,1
far,xpos,RB,1
yet,upos,CCONJ,1
yet,xpos,CC,1
next,upos,ADV,1
next,xpos,RB,1
when,upos,ADV,2
when,xpos,WRB,2
they,upos,PRON,1
they,xpos,PRP,1
should,upos,AUX,1
should,xpos,MD,1
get,upos,VERB,1
get,xpos,VBD,1
let,upos,VERB,1
let,xpos,VB,1
wrong,upos,ADJ,2
wrong,xpos,JJ,2
id,upos,NOUN,2
id,xpos,NN,2
back,upos,ADV,2
back,xpos,RB,2
mine,upos,PRON,2
mine,xpos,PRP,2
choose,upos,VERB,2
choose,xpos,VB,2
still,upos,ADV,1
still,xpos,RB,1
till,upos,SCONJ,1
till,xpos,IN,1
cloud,upos,NOUN,1
cloud,xpos,NNS,1
night,upos,NOUN,1
night,xpos,NN,1
set,upos,VERB,1
set,xpos,VBD,1
oh,upos,INTJ,1
oh,xpos,UH,1
no,upos,INTJ,1
no,xpos,UH,1
