Word,Method,Pos,Count
who,upos,PRON,1
who,xpos,WP,1
be,upos,AUX,8
be,xpos,VBP,6
be,xpos,VBZ,2
I,upos,PRON,13
I,xpos,PRP,13
that,upos,SCONJ,3
that,xpos,IN,3
you,upos,PRON,7
you,xpos,PRP,7
mindful,upos,ADJ,1
mindful,xpos,JJ,1
of,upos,ADP,6
of,xpos,IN,6
hear,upos,VERB,1
hear,xpos,VBP,1
when,upos,ADV,1
when,xpos,WRB,1
call,upos,VERB,5
call,xpos,VBP,3
call,xpos,VBZ,1
call,xpos,VBN,1
it,upos,PRON,2
it,xpos,PRP,2
true,upos,ADJ,1
true,xpos,JJ,1
think,upos,VERB,1
think,xpos,VBG,1
how,upos,ADV,1
how,xpos,WRB,1
love,upos,VERB,1
love,xpos,VBP,1
amazing,upos,ADJ,1
amazing,xpos,JJ,1
a,upos,DET,3
a,xpos,DT,3
friend,upos,NOUN,7
friend,xpos,NN,7
God,upos,PROPN,4
God,xpos,NNP,4
he,upos,PRON,1
he,xpos,PRP,1
Almighty,upos,PROPN,1
Almighty,xpos,NNP,1
Lord,upos,PROPN,1
Lord,xpos,NNP,1
Glory,upos,PROPN,1
Glory,xpos,NNP,1
have,upos,AUX,1
have,xpos,VBP,1
