Word,Method,Pos,Count
I,upos,PRON,33
I,xpos,PRP,33
love,upos,VERB,21
love,xpos,VBP,21
how,upos,ADV,13
how,xpos,WRB,13
you,upos,PRON,21
you,xpos,PRP$,5
you,xpos,PRP,16
eye,upos,NOUN,2
eye,xpos,NNS,2
close,upos,VERB,2
close,xpos,VBP,2
whenever,upos,ADV,3
whenever,xpos,WRB,3
kiss,upos,VERB,2
kiss,xpos,VBP,2
and,upos,CCONJ,2
and,xpos,CC,2
when,upos,ADV,2
when,xpos,WRB,2
be,upos,AUX,5
be,xpos,VBP,2
be,xpos,VBG,1
be,xpos,VBZ,2
away,upos,ADV,2
away,xpos,RB,2
from,upos,ADP,2
from,xpos,IN,2
miss,upos,VERB,2
miss,xpos,VBP,2
the,upos,DET,3
the,xpos,DT,3
way,upos,NOUN,3
way,xpos,NN,3
always,upos,ADV,3
always,xpos,RB,3
treat,upos,VERB,1
treat,xpos,VBP,1
tenderly,upos,ADV,1
tenderly,xpos,RB,1
but,upos,CCONJ,3
but,xpos,CC,3
darl,upos,VERB,3
darl,xpos,VBG,3
most,upos,ADJ,3
most,xpos,JJS,3
of,upos,ADP,4
of,xpos,IN,4
all,upos,DET,3
all,xpos,DT,3
heart,upos,NOUN,1
heart,xpos,NN,1
beat,upos,VERB,1
beat,xpos,VBZ,1
hold,upos,VERB,1
hold,xpos,VBP,1
think,upos,VERB,1
think,xpos,VBP,1
without,upos,SCONJ,1
without,xpos,IN,1
tell,upos,VERB,1
tell,xpos,VBN,1
to,upos,PART,1
to,xpos,TO,1
touch,upos,NOUN,2
touch,xpos,NN,2
heavenly,upos,ADJ,2
heavenly,xpos,JJ,2
hug,upos,VERB,1
hug,xpos,VBP,1
squeeze,upos,VERB,1
squeeze,xpos,VBP,1
tease,upos,VERB,1
tease,xpos,VB,1
please,upos,INTJ,1
please,xpos,UH,1
