Word,Method,Pos,Count
I,upos,PRON,18
I,xpos,PRP,18
be,upos,AUX,42
be,xpos,VBP,14
be,xpos,VBZ,28
fall,upos,VERB,12
fall,xpos,VBG,12
in,upos,ADP,4
in,xpos,IN,4
love,upos,NOUN,32
love,xpos,NN,32
down,upos,ADP,8
down,upos,ADV,6
down,xpos,RP,8
down,xpos,RB,6
on,upos,ADP,6
on,xpos,IN,6
the,upos,DET,8
the,xpos,DT,8
ground,upos,NOUN,8
ground,xpos,NN,8
how,upos,ADV,24
how,xpos,WRB,24
strange,upos,ADJ,10
strange,xpos,JJ,10
you,upos,PRON,24
you,xpos,PRP$,24
warm,upos,ADJ,5
warm,xpos,JJ,5
tough,upos,ADJ,9
tough,xpos,JJ,9
hit,upos,VERB,2
hit,xpos,VBG,2
it,upos,PRON,4
it,xpos,PRP,4
hurt,upos,VERB,6
hurt,xpos,VBG,6
my,upos,PRON,4
my,xpos,PRP$,4
burn,upos,VERB,6
burn,xpos,VBG,6
alive,upos,ADJ,4
alive,xpos,JJ,4
